Sr.No.,Accord Code,Company Name,RPTS_Year End,RPTS_Sales,RPTS_Rent Income,RPTS_Dividend Income,RPTS_Interest Income,RPTS_Forex Gain,RPTS_Discount Income,RPTS_Commission Income,RPTS_Claims Received,RPTS_Other Income,RPTS_Purchases,RPTS_Interest Expenses,RPTS_Director Remuneration,RPTS_Rent Expense,RPTS_Expenses,RPTS_Dividend Expense,RPTS_Discount Expense,RPTS_Commission Expense,RPTS_Claims Paid,RPTS_Expenses Recovered,RPTS_Profit on Sale of Assets,RPTS_Profit on Sale of Investments,RPTS_Provision Written Back,RPTS_Reimbursement Income,RPTS_Sale of Assets,RPTS_Sale of Investments,RPTS_Other Non Operating income,RPTS_Diminution on Investments,RPTS_Donations,RPTS_Forex Loss,RPTS_Loss on Sale of Assets,RPTS_Loss on Sale of Investments,RPTS_Provision for Doubtful Debts & Advances,RPTS_Purchase of Assets,RPTS_Purchase of Investments,RPTS_Provision Write offs,RPTS_Reimbursement Expense,RPTS_Other Non Operating Expenses
1,207635,20 Microns Ltd.,202403,3.31,,,,,,,,7.47,3.35,0.11,5.66,,1.20,,,,,,,,,,,,,,,,,,,,,,,
2,207635,20 Microns Ltd.,202303,5.17,,,,,,,,4.54,2.95,0.11,4.72,,0.73,,,,,,,,,,,,,,,,,,,,,,,
3,207635,20 Microns Ltd.,202203,0.96,,,,,,,,6.48,2.95,0.10,3.93,,0.73,,,,,,,,,,,,,,,,,,,,,,,
4,224943,20 Microns Nano Minerals Ltd.,202403,4.15,,,,,,,,0.09,2.94,0.01,0.25,,6.94,,,,,,,,,,,,,,,,,,,,,,,
5,224943,20 Microns Nano Minerals Ltd.,202303,3.48,,,,,,,,0.39,3.49,0.03,0.21,,6.94,,,,,,,,,,,,,,,,,,,,,,,
6,224943,20 Microns Nano Minerals Ltd.,202203,2.99,,,,,,,,0.74,0.88,,0.15,,6.45,,,,,,,,,,,,,,,,,,,,,,,
7,126921,21st Century Management Services Ltd.,202403,0.06,,,,,,,,,,1.04,0.92,,1.36,,,,,,,,,,,,,,,,,,,,,,,
8,126921,21st Century Management Services Ltd.,202303,,,,,,,,,,,,0.92,,0.71,,,,,,,,,,,,,,,,,,,,,,,
9,126921,21st Century Management Services Ltd.,202203,0.06,,,,,,,,,,,0.92,,0.11,,,,,,,,,,,,,,,,,,,,,,,
10,235980,"24/7, Customer Pvt Ltd.",202303,592.22,,,16.78,,,,,,,,2.40,,5.25,,,,,,,,,,,,,,,,,,,,,,,
11,235980,"24/7, Customer Pvt Ltd.",202203,569.07,,,8.15,,,,,5.15,,,2.79,,4.71,,,,,,,,,,,,,,,,,,,,,,,
12,211211,24-7 Intouch India Pvt Ltd.,202403,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
13,211211,24-7 Intouch India Pvt Ltd.,202203,194.86,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,
14,239132,360 ONE Asset Management Ltd.,202303,,,,,,,,,,,1.36,10.44,,60.62,261.93,,,,,,,,,,,,,,,,,,,,,,
15,239132,360 ONE Asset Management Ltd.,202203,7.49,,,4.67,,,,,,,1.39,16.83,,40.96,179.76,,,,,,,,,,,,,,,,,,,,,,
16,228979,360 One Asset Trustee Ltd.,202403,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,
17,228979,360 One Asset Trustee Ltd.,202303,,,,,,,,,,,0.00,0.44,,0.04,,,,,,,,,,,,,,,,,,,,,,,
18,228979,360 One Asset Trustee Ltd.,202203,,,,,,,,,,,0.00,0.63,,0.35,,,,,,,,,,,,,,,,,,,,,,,
19,228974,360 One Wam Ltd.,202403,35.85,,479.87,46.67,,,,,55.18,,0.38,,,103.67,268.54,,,,,,,,,,,,,,,,,,,,,,
20,228974,360 One Wam Ltd.,202303,28.00,,416.22,32.53,,,,,22.82,,0.07,16.23,,16.42,339.97,,,,,,,,,,,,,,,,,,,,,,
21,228974,360 One Wam Ltd.,202203,25.77,,243.71,36.46,,,,,313.10,,3.32,19.69,,46.57,279.85,,,,,,,,,,,,,,,,,,,,,,
22,132067,3B Blackbio Dx Ltd.,202403,,,,,,,,,,,0.08,2.21,,,,,,,,,,,,,,,,,,,,,,,,,
23,132067,3B Blackbio Dx Ltd.,202303,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
24,132067,3B Blackbio Dx Ltd.,202203,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
25,318013,3B Films Ltd.,202403,0.08,,,,,,,,0.06,0.24,,0.01,,0.02,,,,,,,,,,,,,,,,,,,,,,,
26,318013,3B Films Ltd.,202303,,,,,,,,,0.12,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
27,318013,3B Films Ltd.,202203,,,,,,,,,,1.70,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
28,314164,3C IT Solutions & Telecom (India) Ltd.,202403,0.06,,,,,,,,,0.42,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,
29,314164,3C IT Solutions & Telecom (India) Ltd.,202303,0.08,,,,,,,,0.13,,,0.66,,0.59,,,,,,,,,,,,,,,,,,,,,,,
30,314164,3C IT Solutions & Telecom (India) Ltd.,202203,0.24,,,,,,,,0.18,,,0.58,,0.03,,,,,,,,,,,,,,,,,,,,,,,
31,235981,3D Technopack Ltd.,202403,9.56,,,,,,,,0.28,,0.73,1.26,,1.04,,,,,,,,,,,,,,,,,,,,,,,
32,235981,3D Technopack Ltd.,202303,10.78,,,,,,,,,,1.08,1.05,,1.07,,,,,,,,,,,,,,,,,,,,,,,
33,235981,3D Technopack Ltd.,202203,15.79,,,,,,,,1.06,,1.08,1.05,,1.83,,,,,,,,,,,,,,,,,,,,,,,
34,237172,3F Industries Ltd.,202403,0.40,,,,,,,,36.87,189.83,,,,11.47,,,,,,,,,,,,,,,,,,,,,,,
35,237172,3F Industries Ltd.,202303,3.57,,,,,,,,4.48,150.00,,,,13.35,,,,,,,,,,,,,,,,,,,,,,,
36,223554,3I India Pvt Ltd.,202303,19.65,,,,,,,,,,,0.01,,0.05,,,,,,,,,,,,,,,,,,,,,,,
37,223554,3I India Pvt Ltd.,202203,20.25,,,,,,,,,,,0.01,,0.05,,,,,,,,,,,,,,,,,,,,,,,
38,235983,3I Infotech Consultancy Services Ltd.,202403,,,,,,,,,116.33,0.34,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,
39,235983,3I Infotech Consultancy Services Ltd.,202303,,,,,,,,,94.07,1.31,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,
40,235983,3I Infotech Consultancy Services Ltd.,202203,,,,,,,,,69.98,,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,
41,235982,3I Infotech Digital BPS Ltd.,202403,,,,0.57,,,,,1.63,,2.66,,,28.35,,,,,,,,,,,,,,,,,,,,,,,
42,235982,3I Infotech Digital BPS Ltd.,202303,,,,2.54,,,,,3.55,,,,,23.46,,,,,,,,,,,,,,,,,,,,,,,
43,235982,3I Infotech Digital BPS Ltd.,202203,,,,3.06,,,,,3.06,,,,,13.78,,,,,,,,,,,,,,,,,,,,,,,
44,132628,3I Infotech Ltd.,202403,98.64,,,4.20,,,,,,117.96,6.52,6.93,,342.83,,,,,,,,,,,,,,,,,,,,,,,
45,132628,3I Infotech Ltd.,202303,95.04,,,4.08,,,,,,97.62,5.08,6.30,,6.61,,,,,,,,,,,,,,,,,,,,,,,
46,132628,3I Infotech Ltd.,202203,61.03,,,4.08,,,,,,73.04,6.12,13.73,,52.62,,,,,,,,,,,,,,,,,,,,,,,
47,123395,3M India Ltd.,202403,145.69,,,,,,,,,1392.35,,6.82,,201.40,,,,,,,,,,,,,,,,,,,,,,,
48,123395,3M India Ltd.,202303,125.82,,,,,,,,8.01,1454.74,,6.18,,197.34,,,,,,,,,,,,,,,,,,,,,,,
49,123395,3M India Ltd.,202203,86.50,,,,,,,,,1116.91,,7.22,,172.88,,,,,,,,,,,,,,,,,,,,,,,
50,116092,3P Land Holdings Ltd.,202403,1.03,,0.68,,,,,,0.41,,1.66,0.72,,0.03,,,,,,,,,,,,,,,,,,,,,,,
51,116092,3P Land Holdings Ltd.,202303,,,0.68,,,,,,0.32,,1.50,0.13,,0.02,,,,,,,,,,,,,,,,,,,,,,,
52,116092,3P Land Holdings Ltd.,202203,,,0.41,,,,,,0.24,,1.32,0.13,,0.02,,,,,,,,,,,,,,,,,,,,,,,
53,233059,4G Identity Solutions Pvt Ltd.,202303,0.00,,,0.00,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
54,233059,4G Identity Solutions Pvt Ltd.,202203,0.00,,,0.00,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
55,249205,4I Apps Solutions Pvt Ltd.,202403,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,
56,249205,4I Apps Solutions Pvt Ltd.,202303,,,,,,,,,,,,0.97,,0.04,,,,,,,,,,,,,,,,,,,,,,,
57,249205,4I Apps Solutions Pvt Ltd.,202203,,,,,,,,,,,,0.52,,0.02,,,,,,,,,,,,,,,,,,,,,,,
58,221679,4Mann Industries Pvt Ltd.,202403,0.07,,,,,,,,,0.00,0.01,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
59,221679,4Mann Industries Pvt Ltd.,202303,0.00,,,,,,,,,0.00,0.21,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
60,221679,4Mann Industries Pvt Ltd.,202203,0.02,,,,,,,,,0.00,0.02,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
61,131925,52 Weeks Entertainment Ltd.,202403,,,,,,,,,,,,0.00,,0.02,,,,,,,,,,,,,,,,,,,,,,,
62,131925,52 Weeks Entertainment Ltd.,202303,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
63,131925,52 Weeks Entertainment Ltd.,202203,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
64,228972,5Paisa Capital Ltd.,202403,0.00,,,,,,,,3.11,,7.69,6.22,,10.95,,,,,,,,,,,,,,,,,,,,,,,
65,228972,5Paisa Capital Ltd.,202303,0.00,,,,,,,,1.46,,3.47,2.93,,10.89,,,,,,,,,,,,,,,,,,,,,,,
66,228972,5Paisa Capital Ltd.,202203,4.77,,,,,,,,0.04,,5.07,2.39,,9.86,,,,,,,,,,,,0.71,,,,,,,,,,,0.37
67,126881,63 Moons Technologies Ltd.,202403,0.22,,,0.48,,,,,3.69,,,3.34,,3.92,,,,,,,,,,,,,,,,,,,,,,,
68,126881,63 Moons Technologies Ltd.,202303,0.37,,,0.38,,,,,2.95,,,7.28,,1.16,,,,,,,,,,,,,,,,,,,,,,,
69,126881,63 Moons Technologies Ltd.,202203,0.46,,,0.38,,,,,1.37,,,6.95,,0.80,,,,,,,,,,,,,,,,,,,,,,,
70,285855,7NR Retail Ltd.,202403,,,,,,,,,,1.63,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
71,285855,7NR Retail Ltd.,202303,7.92,,,,,,,,,7.31,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
72,285855,7NR Retail Ltd.,202203,4.51,,,,,,,,,1.26,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
73,211528,7Seas Entertainment Ltd.,202403,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
74,211528,7Seas Entertainment Ltd.,202303,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
75,211528,7Seas Entertainment Ltd.,202203,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
76,288322,A And M Jumbo Bags Ltd.,202403,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
77,243030,A Tosh & Sons (India) Ltd.,202203,0.02,,,,,,,,0.08,,,0.69,,0.85,,,,,,,,,,,,,,,,,,,,,,,
78,227003,A-1 Facility & Property Managers Pvt Ltd.,202403,,,,,,,,,,,,1.54,,0.71,,,,,,,,,,,,,,,,,,,,,,,
79,227003,A-1 Facility & Property Managers Pvt Ltd.,202303,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,
80,227003,A-1 Facility & Property Managers Pvt Ltd.,202203,,,,,,,,,,,,1.63,,0.67,,,,,,,,,,,,,,,,,,,,,,,
81,252248,A-1 Fence Products Company Pvt Ltd.,202403,163.01,,,,,,,,,21.21,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
82,252248,A-1 Fence Products Company Pvt Ltd.,202303,,,,,,,,,,,,0.36,,0.44,,,,,,,,,,,,,,,,,,,,,,,
83,252248,A-1 Fence Products Company Pvt Ltd.,202203,1.58,,,,,,,,,,,1.16,,0.35,,,,,,,,,,,,,,,,,,,,,,,
84,274990,A-1 Ltd.,202403,,,,,,,,,,,,2.92,,0.05,,,,,,,,,,,,,,,,,,,,,,,
85,274990,A-1 Ltd.,202303,0.01,,,,,,,,,,,2.25,,0.66,,,,,,,,,,,,,,,,,,,,,,,
86,274990,A-1 Ltd.,202203,0.00,,,,,,,,,,,2.30,,0.34,,,,,,,,,,,,,,,,,,,,,,,
87,207654,A2Z Infra Engineering Ltd.,202303,,,,,,,,,41.87,,,-0.41,,63.80,,,,,,,,,,,,,,,,,,,,,,,
88,207654,A2Z Infra Engineering Ltd.,202203,,,,3.37,,,,,23.00,0.54,,1.10,,82.18,,,,,,,,,,,,,,,,,,,,,,,
89,221335,A2Z Infraservices Pvt Ltd,202403,1.68,,,0.72,,,,,,,0.58,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
90,221335,A2Z Infraservices Pvt Ltd,202303,19.02,,,0.64,,,,,,,0.19,0.07,,34.16,,,,,,,,,,,,,,,,,,,,,,,
91,221335,A2Z Infraservices Pvt Ltd,202203,51.23,,,6.17,,,,,,,0.14,0.73,,,,,,,,,,,,,,,,,,,,,,,,,
92,242722,A2Z Powercom Ltd.,202203,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,280120,A2Z Waste Management (Ludhiana) Ltd.,202203,,,,0.03,,,,,,,1.39,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
94,300013,AA Plus Tradelink Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,231846,AAACORP Exim India Pvt Ltd.,202403,67.65,,,,,,,,,38.95,,0.26,,0.83,,,,,,,,,,,,,,,,,,,,,,,
96,231846,AAACORP Exim India Pvt Ltd.,202303,134.90,,,,,,,,,67.29,,0.28,,1.51,,,,,,,,,,,,,,,,,,,,,,,
97,231846,AAACORP Exim India Pvt Ltd.,202203,66.65,,,,,,,,,33.82,,0.28,,26.68,,,,,,,,,,,,,,,,,,,,,,,
98,290600,Aabha Contraceptives Pvt Ltd.,202303,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,
99,290600,Aabha Contraceptives Pvt Ltd.,202203,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,
100,242762,Aabsys Information Technology Pvt Ltd.,202403,0.03,,,,,,,,,,,2.38,,0.58,,,,,,,,,,,,,,,,,,,,,,,
101,242762,Aabsys Information Technology Pvt Ltd.,202303,0.03,,,,,,,,,,,1.44,,0.32,,,,,,,,,,,,,,,,,,,,,,,
102,242762,Aabsys Information Technology Pvt Ltd.,202203,0.03,,,,,,,,,,,2.72,,0.26,,,,,,,,,,,,,,,,,,,,,,,
103,226513,Aachi Masala FoodS Pvt Ltd.,202203,311.85,,,,,,,,,1074.69,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,
104,131611,Aadhaar Ventures India Ltd.,202303,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
105,236016,Aadhaar Wholesale Trading and Distribution Ltd.,202303,0.72,,,0.02,,,,,,13.69,39.24,0.72,,0.03,,,,,,,,,,,,,,,,,,,,,,,
106,236016,Aadhaar Wholesale Trading and Distribution Ltd.,202203,123.92,,,,,,,,,21.93,34.54,0.56,,2.06,,,,,,,,,,,,,,,,,,,,,,,
107,221661,Aadhar Housing Finance Ltd.,202403,,,,0.12,,,,,0.02,,,21.55,,64.23,,,,,,,,,,,,,,,,,,,,,,,
108,221661,Aadhar Housing Finance Ltd.,202303,,,,,,,,,0.02,,,7.17,,50.98,,,,,,,,,,,,,,,,,,,,,,,
109,221661,Aadhar Housing Finance Ltd.,202203,,,,,,,,,0.02,,,3.82,,40.04,,,,,,,,,,,,,,,,,,,,,,,
110,130027,Aadi Industries Ltd.,202403,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
111,130027,Aadi Industries Ltd.,202303,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
112,130027,Aadi Industries Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,294360,AADI Polymers Pvt Ltd.,202403,7.82,,,,,,,,,0.89,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
114,231607,Aadishwar Exim Pvt Ltd.,202403,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
115,231607,Aadishwar Exim Pvt Ltd.,202303,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
116,231607,Aadishwar Exim Pvt Ltd.,202203,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,
117,131866,Aagam Capital Ltd.,202303,,,,0.02,,,,,,,,0.02,,0.01,,,,,,,,,,,,,,,,,,,,,,,
118,131866,Aagam Capital Ltd.,202203,,,,0.02,,,,,,,,0.02,,0.01,,,,,,,,,,,,,,,,,,,,,,,
119,211202,AAK India Pvt Ltd.,202403,0.07,,,,,,,,1.09,54.94,14.06,9.92,,40.59,185.00,,,,,,,,,,,,,,,,,,,,,,
120,211202,AAK India Pvt Ltd.,202303,2.72,,,,,,,,,106.70,11.91,8.42,,33.94,,,,,,,,,,,,,,,,,,,,,,,
121,211202,AAK India Pvt Ltd.,202203,0.13,,,,,,,,,8.57,,4.62,,21.72,,,,,,,,,,,,,,,,,,,,,,,
122,319452,Aakaar Medical Technologies Ltd.,202403,0.04,,,,,,,,,0.19,0.44,0.95,,0.35,,,,,,,,,,,,,,,,,,,,,,,
123,290603,AAKAR Abhinav Consultants Pvt Ltd.,202303,,,,,,,,,,,,0.82,,0.33,,,,,,,,,,,,,,,,,,,,,,,
124,290603,AAKAR Abhinav Consultants Pvt Ltd.,202203,,,,,,,,,,,,0.68,,0.48,,,,,,,,,,,,,,,,,,,,,,,
125,288691,Aakash Exploration Services Ltd.,202403,,,,,,,,,,,,0.77,,1.14,,,,,,,,,,,,,,,,,,,,,,,
126,288691,Aakash Exploration Services Ltd.,202303,,,,,,,,,,,,0.77,,1.14,,,,,,,,,,,,,,,,,,,,,,,
127,288691,Aakash Exploration Services Ltd.,202203,,,,,,,,,,,,0.68,,0.62,,,,,,,,,,,,,,,,,,,,,,,
128,223486,Aakash Global Foods Pvt Ltd.,202303,4.53,,,,,,,,,7.87,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,
129,223486,Aakash Global Foods Pvt Ltd.,202203,5.94,,,,,,,,,12.74,,0.40,,0.11,,,,,,,,,,,,,,,,,,,,,,,
130,249590,Aakruti Hospitality Pvt Ltd.,202403,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,
131,249590,Aakruti Hospitality Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,290604,AAM India Manufacturing Corporation Pvt Ltd.,202403,270.03,,,,,,,,,0.09,,,,64.47,,,,,,,,,,,,,,,,,,,,,,,
133,290604,AAM India Manufacturing Corporation Pvt Ltd.,202303,272.04,,,,,,,,0.36,0.04,,1.86,,49.00,,,,,,,,,,,,,,,,,,,,,,,
134,290604,AAM India Manufacturing Corporation Pvt Ltd.,202203,187.81,,,,,,,,,1.57,,1.65,,38.25,,,,,,,,,,,,,,,,,,,,,,,
135,267733,AAN Engineering Industries Ltd.,202403,14.41,,,,,,,,,10.81,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,
136,267733,AAN Engineering Industries Ltd.,202303,15.75,,,,,,,,,15.18,0.08,,,0.85,,,,,,,,,,,,,,,,,,,,,,,
137,267733,AAN Engineering Industries Ltd.,202203,11.52,,,,,,,,,9.72,0.72,,,0.34,,,,,,,,,,,,,,,,,,,,,,,
138,270100,Aananda Lakshmi Spinning Mills Ltd.,202403,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
139,270100,Aananda Lakshmi Spinning Mills Ltd.,202303,3.58,,,,,,,,,,0.30,,,2.77,,,,,,,,,,,,,,,,,,,,,,,
140,270100,Aananda Lakshmi Spinning Mills Ltd.,202203,2.49,,,,,,,,,,0.31,,,2.41,,,,,,,,,,,,,,,,,,,,,,,
141,236018,Aanchal Computers Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,236018,Aanchal Computers Ltd.,202203,0.01,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
143,311562,Aanchal International Ltd.,202303,67.26,,,,,,,,,111.33,,0.36,,0.06,,,,,,,,,,,,,,,,,,,,,,,
144,311562,Aanchal International Ltd.,202203,18.12,,,,,,,,,3.78,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
145,271851,Aanchal Ispat Ltd.,202403,78.34,,,,,,,,8.01,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
146,271851,Aanchal Ispat Ltd.,202303,111.25,,,,,,,,0.08,67.26,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,
147,224319,AAP Infrastructure Ltd.,202203,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
148,282541,AAR AAR Technoplast Pvt Ltd.,202403,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
149,282541,AAR AAR Technoplast Pvt Ltd.,202303,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
150,282541,AAR AAR Technoplast Pvt Ltd.,202203,,,,,,,,,,,0.02,1.46,,,,,,,,,,,,,,,,,,,,,,,,,
151,242773,AAR Shyam India Investment Co Ltd.,202403,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
152,242773,AAR Shyam India Investment Co Ltd.,202303,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
153,242773,AAR Shyam India Investment Co Ltd.,202203,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
154,318206,Aaradhya Disposal Industries Ltd.,202403,48.29,,,,,,,,,46.15,,0.54,,0.01,,,,,,,,,,,,,,,,,,,,,,,
155,318206,Aaradhya Disposal Industries Ltd.,202303,2.83,,,,,,,,,24.44,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,
156,318206,Aaradhya Disposal Industries Ltd.,202203,4.80,,,,,,,,,36.37,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,
157,310560,Aaral Tech Pvt Ltd.,202303,,,,,,,,,,,,0.61,,0.03,,,,,,,,,,,,,,,,,,,,,,,
158,310560,Aaral Tech Pvt Ltd.,202203,,,,,,,,,,,,0.60,,0.02,,,,,,,,,,,,,,,,,,,,,,,
159,132024,Aarcon Facilities Ltd.,202403,,,,,,,,,,,,0.03,,0.05,,,,,,,,,,,,,,,,,,,,,,,
160,132024,Aarcon Facilities Ltd.,202303,,,,,,,,,,,,0.03,,0.05,,,,,,,,,,,,,,,,,,,,,,,
161,132024,Aarcon Facilities Ltd.,202203,,,,,,,,,,,,0.03,,0.05,,,,,,,,,,,,,,,,,,,,,,,
162,310176,Aarcot Ceramic Pvt Ltd.,202403,0.00,,,,,,,,,6.92,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
163,310176,Aarcot Ceramic Pvt Ltd.,202303,0.80,,,,,,,,,7.67,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
164,310176,Aarcot Ceramic Pvt Ltd.,202203,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,248822,Aaren Bespoke Living Pvt Ltd.,202303,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
166,124412,Aarey Drugs & Pharmaceuticals Ltd.,202303,2.75,,,1.30,,,,,,4.09,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,
167,124412,Aarey Drugs & Pharmaceuticals Ltd.,202203,0.35,,,,,,,,,,,0.35,,0.66,,,,,,,,,,,,,,,,,,,,,,,
168,287832,Aarish Solar Power Pvt Ltd.,202403,,,,,,,,,,,21.71,,,0.38,,,,,,,,,,,,,,,,,,,,,,,
169,287832,Aarish Solar Power Pvt Ltd.,202303,0.03,,,,,,,,,,18.75,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
170,287832,Aarish Solar Power Pvt Ltd.,202203,0.12,,,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,
171,236020,Aarkay Food Products Ltd.,202403,1.29,,,,,,,,,,,4.06,,4.76,,,,,,,,,,,,,,,,,,,,,,,
172,236020,Aarkay Food Products Ltd.,202303,0.27,,,,,,,,,,,2.45,,0.38,,,,,,,,,,,,,,,,,,,,,,,
173,236021,Aarkay Innovations Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,236021,Aarkay Innovations Ltd.,202303,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
175,236021,Aarkay Innovations Ltd.,202203,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
176,254751,Aarnav Fashions Ltd.,202403,0.69,,,,,,,,,1.46,,0.84,,0.03,,,,,,,,,,,,,,,,,,,,,,,
177,254751,Aarnav Fashions Ltd.,202303,3.57,,,,,,,,,4.33,,0.83,,0.03,0.20,,,,,,,,,,,,,,,,,,,,,,
178,254751,Aarnav Fashions Ltd.,202203,,,,,,,,,,5.85,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,
179,290393,Aaron Industries Ltd.,202403,,,,,,,,,,,0.15,1.10,,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,
180,290393,Aaron Industries Ltd.,202303,,,,,,,,,,,0.16,0.82,,0.27,,,,,,,,,,,,,,,,,,,,,,,
181,290393,Aaron Industries Ltd.,202203,,,,,,,,,,,0.10,0.76,,0.20,,,,,,,,,,,,,,,,,,,,,,,
182,230258,Aaron Investments Pvt Ltd.,202303,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
183,230258,Aaron Investments Pvt Ltd.,202203,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
184,292026,Aartech Solonics Ltd.,202403,,,,0.32,,,,,,0.56,,0.88,,1.02,,,,,,,,,,,,,,,,,,,,,,,
185,292026,Aartech Solonics Ltd.,202303,0.88,,,,,,,,,,0.38,1.18,,0.25,,,,,,,,,,,,,,,,,,,,,,,
186,292026,Aartech Solonics Ltd.,202203,0.11,,,,,,,,,4.21,0.40,,,0.06,,,,,,,,,,,,,,,,,,,,,,,
187,246921,Aarthi Scans Pvt Ltd.,202403,,,,0.04,,,,,,,,1.68,,4.82,,,,,,,,,,,,,,,,,,,,,,,
188,246921,Aarthi Scans Pvt Ltd.,202303,0.06,,,,,,,,,,,1.44,,5.00,,,,,,,,,,,,,,,,,,,,,,,
189,246921,Aarthi Scans Pvt Ltd.,202203,0.22,,,,,,,,,,,1.81,,3.60,,,,,,,,,,,,,,,,,,,,,,,
