Sr.No.,Accord Code,Company Name,RPTS_Year End,RPTS_Sales,RPTS_Rent Income,RPTS_Dividend Income,RPTS_Interest Income,RPTS_Forex Gain,RPTS_Discount Income,RPTS_Commission Income,RPTS_Claims Received,RPTS_Other Income,RPTS_Purchases,RPTS_Interest Expenses,RPTS_Director Remuneration,RPTS_Rent Expense,RPTS_Expenses,RPTS_Dividend Expense,RPTS_Discount Expense,RPTS_Commission Expense,RPTS_Claims Paid,RPTS_Expenses Recovered,RPTS_Profit on Sale of Assets,RPTS_Profit on Sale of Investments,RPTS_Provision Written Back,RPTS_Reimbursement Income,RPTS_Sale of Assets,RPTS_Sale of Investments,RPTS_Other Non Operating income,RPTS_Diminution on Investments,RPTS_Donations,RPTS_Forex Loss,RPTS_Loss on Sale of Assets,RPTS_Loss on Sale of Investments,RPTS_Provision for Doubtful Debts & Advances,RPTS_Purchase of Assets,RPTS_Purchase of Investments,RPTS_Provision Write offs,RPTS_Reimbursement Expense,RPTS_Other Non Operating Expenses
7622,126977,Crimson Metal Engineering Company Ltd.,202203,,,,,,,,,6.30,3.33,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
7623,244411,Criss Financial Ltd.,202403,,,,,,,,,0.26,,23.11,,,3.58,,,,,,,,,,,,,,,,,,,,,,,
7624,244411,Criss Financial Ltd.,202303,,,,,,,,,0.04,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,
7625,244411,Criss Financial Ltd.,202203,,,,,,,,,,,12.84,,,8.21,,,,,,,,,,,,,,,,,,,,,,,
7626,294724,Criticalog India Pvt Ltd.,202303,,,,,,,,,,,,0.88,,0.32,,,,,,,,,,,,,,,,,,,,,,,
7627,294724,Criticalog India Pvt Ltd.,202203,,,,,,,,,,,,0.90,,0.30,,,,,,,,,,,,,,,,,,,,,,,
7628,314702,Crizac Ltd.,202403,,,,1.92,,,,,,,,1.12,,128.62,,,,,,,,,,,,,,,,,,,,,,,
7629,314702,Crizac Ltd.,202303,,,,,,,,,,,,0.90,,47.85,,,,,,,,,,,,,,,,,,,,,,,
7630,314702,Crizac Ltd.,202203,,,,,,,,,,,,0.84,,10.98,,,,,,,,,,,,,,,,,,,,,,,
7631,131909,Croissance Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,280713,Crompton Greaves Consumer Electricals Ltd.,202403,6.83,,,,,,,,,9.67,,122.11,,16.77,,,,,,,,,,,,,,,,,,,,,,,
7633,280713,Crompton Greaves Consumer Electricals Ltd.,202303,7.13,,9.21,,,,,,,,,83.33,,16.03,,,,,,,,,,,,,,,,,,,,,,,
7634,280713,Crompton Greaves Consumer Electricals Ltd.,202203,0.55,,,,,,,,,,,199.82,,13.19,,,,,,,,,,,,,,,,,,,,,,,
7635,311590,Crop Life Science Ltd.,202403,,,,0.75,,,,,,0.05,,2.04,,1.10,,,,,,,,,,,,,,,,,,,,,,,
7636,311590,Crop Life Science Ltd.,202303,,,,0.53,,,,,,0.01,0.10,1.70,,1.82,,,,,,,,,,,,,,,,,,,,,,,
7637,311590,Crop Life Science Ltd.,202203,,,,,,,,,0.03,0.03,,1.29,,1.86,,,,,,,,,,,,,,,,,,,,,,,
7638,240278,Croprise Agrochem Ltd.,202303,0.06,,,,,,,,,0.42,,0.43,,0.10,,,,,,,,,,,,,,,,,,,,,,,
7639,240278,Croprise Agrochem Ltd.,202203,0.03,,,,,,,,,0.30,,0.42,,0.10,,,,,,,,,,,,,,,,,,,,,,,
7640,123105,Cropster Agro Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,123105,Cropster Agro Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7642,123105,Cropster Agro Ltd.,202203,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
7643,267329,Cross Bridge Developers Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,267329,Cross Bridge Developers Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,211658,Crossdomain Solutions Pvt Ltd.,202403,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7646,211658,Crossdomain Solutions Pvt Ltd.,202303,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,
7647,211658,Crossdomain Solutions Pvt Ltd.,202203,,,,,,,,,,,1.17,,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7648,212884,Crosslay Remedies Ltd,202403,6.98,,,10.57,,,,,0.52,0.09,1.52,1.53,,13.62,,,,,,,,,,,,,,,,,,,,,,,
7649,212884,Crosslay Remedies Ltd,202303,9.44,,,6.98,,,,,0.02,0.31,,2.01,,8.85,,,,,,,,,,,,,,,,,,,,,,,
7650,212884,Crosslay Remedies Ltd,202203,14.95,,,2.29,,,,,0.00,14.28,0.06,1.35,,8.82,,,,,,,,,,,,,,,,,,,,,,,
7651,208003,Crossword Bookstores Ltd.,202303,1.53,,,,,,,,,5.90,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,
7652,208003,Crossword Bookstores Ltd.,202203,,,,,,,,,,2.66,1.17,1.18,,2.48,,,,,,,,,,,,,,,,,,,,,,,
7653,282862,Crown Lifters Ltd.,202403,,,,,,,,,,0.31,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,
7654,282862,Crown Lifters Ltd.,202303,,,,,,,,,,2.51,,0.81,,0.17,,,,,,,,,,,,,,,,,,,,,,,
7655,282862,Crown Lifters Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,277451,Crown Tapes Pvt Ltd.,202203,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
7657,290946,Crupp Boilers (India) Pvt Ltd.,202203,0.20,,,,,,,,,,,0.29,,0.08,,,,,,,,,,,,,,,,,,,,,,,
7658,290947,Cryogen Instruments India Pvt Ltd.,202303,,,,,,,,,,,,0.23,,0.25,,,,,,,,,,,,,,,,,,,,,,,
7659,290947,Cryogen Instruments India Pvt Ltd.,202203,,,,,,,,,,,,0.19,,0.20,,,,,,,,,,,,,,,,,,,,,,,
7660,316795,Cryogenic OGS Ltd.,202403,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,
7661,316795,Cryogenic OGS Ltd.,202303,,,,,,,,,,,,0.66,,0.08,,,,,,,,,,,,,,,,,,,,,,,
7662,316795,Cryogenic OGS Ltd.,202203,,,,,,,,,,,,0.60,,0.18,,,,,,,,,,,,,,,,,,,,,,,
7663,102473,Crysdale Industries Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,102473,Crysdale Industries Ltd.,202303,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
7665,102473,Crysdale Industries Ltd.,202203,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
7666,288240,Crystal Business System Ltd.,202303,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
7667,288240,Crystal Business System Ltd.,202203,,,,,,,,,,0.70,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
7668,290948,Crystal Ceramic Industries Pvt Ltd.,202403,21.56,,,,,,,,,9.22,10.94,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
7669,290948,Crystal Ceramic Industries Pvt Ltd.,202303,79.51,,,,,,,,,18.01,9.44,0.20,,,,,,,,,,,,,,,,,,,,,,,,,
7670,290948,Crystal Ceramic Industries Pvt Ltd.,202203,142.10,,,,,,,,,28.25,3.11,0.20,,,,,,,,,,,,,,,,,,,,,,,,,
7671,255545,Crystal Hues Ltd,202303,0.01,,,,,,,,0.00,,,0.79,,0.00,,,,,,,,,,,,,,,,,,,,,,,
7672,255545,Crystal Hues Ltd,202203,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
7673,236782,Crystal Lace (India) Ltd.,202403,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,236782,Crystal Lace (India) Ltd.,202303,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,236782,Crystal Lace (India) Ltd.,202203,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,208004,Crystaline Exports Ltd.,202403,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,208004,Crystaline Exports Ltd.,202303,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,208004,Crystaline Exports Ltd.,202203,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,251842,CS Aerotherm Pvt Ltd.,202403,,,,,,,,,,,,0.46,,0.63,,,,,,,,,,,,,,,,,,,,,,,
7680,251842,CS Aerotherm Pvt Ltd.,202303,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,
7681,251842,CS Aerotherm Pvt Ltd.,202203,,,,,,,,,,,,0.88,,0.22,,,,,,,,,,,,,,,,,,,,,,,
7682,269769,CS Components Pvt Ltd.,202403,,,,,,,,,,0.17,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,
7683,269769,CS Components Pvt Ltd.,202303,,,,,,,,,,0.88,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,
7684,290950,CS Construction Company Pvt Ltd.,202403,,,,,,,,,,,,3.60,,,,,,,,,,,,,,,,,,,,,,,,,
7685,290950,CS Construction Company Pvt Ltd.,202303,,,,,,,,,,,,3.60,,,,,,,,,,,,,,,,,,,,,,,,,
7686,290950,CS Construction Company Pvt Ltd.,202203,,,,,,,,,,,,3.60,,,,,,,,,,,,,,,,,,,,,,,,,
7687,295768,CSB Bank Ltd.,202403,,,,62.56,,,,,0.08,,0.02,4.18,,,,,,,,,,,,,,,,,,,,,,,,,
7688,295768,CSB Bank Ltd.,202303,,,,62.93,,,,,0.06,,0.21,5.24,,1.59,,,,,,,,,,,,,,,,,,,,,,,
7689,295768,CSB Bank Ltd.,202203,,,,,,,,,,,,6.62,,,,,,,,,,,,,,,,,,,,,,,,,
7690,274145,CSC e-Governance Services India Ltd.,202303,,,,,,,,,,16.13,,1.75,,21.48,,,,,,,,,,,,,,,,,,,,,,,
7691,274145,CSC e-Governance Services India Ltd.,202203,,,,,,,,,0.09,145.93,,1.87,,76.96,,,,,,,,,,,,,,,,,,,,,,,
7692,130067,CSL Finance Ltd.,202403,,,,,,,,,,,0.11,1.33,,,,,,,,,,,,,,,,,,,,,,,,,
7693,130067,CSL Finance Ltd.,202303,,,,0.03,,,,,,,0.06,1.29,,,,,,,,,,,,,,,,,,,,,,,,,
7694,130067,CSL Finance Ltd.,202203,,,,0.00,,,,,,,0.02,1.13,,,,,,,,,,,,,,,,,,,,,,,,,
7695,242651,CSL Infomedia Pvt Ltd.,202403,7.64,,,0.07,,,,,,0.04,,0.02,,0.14,,,,,,,,,,,,,,,,,,,,,,,
7696,242651,CSL Infomedia Pvt Ltd.,202303,7.23,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,
7697,242651,CSL Infomedia Pvt Ltd.,202203,3.59,,,,,,,,,,,0.02,,0.11,,,,,,,,,,,,,,,,,,,,,,,
7698,235626,CTC Freight Carriers India Pvt Ltd.,202403,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,
7699,235626,CTC Freight Carriers India Pvt Ltd.,202303,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
7700,235626,CTC Freight Carriers India Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701,290953,C-Tech Engineers Pvt Ltd.,202403,,,,,,,,,,0.71,2.37,0.79,,1.28,,,,,,,,,,,,,,,,,,,,,,,
7702,290953,C-Tech Engineers Pvt Ltd.,202303,,,,,,,,,,0.27,142.26,0.72,,66.48,,,,,,,,,,,,,,,,,,,,,,,
7703,290953,C-Tech Engineers Pvt Ltd.,202203,,,,,,,,,,0.00,69.88,0.51,,1.68,,,,,,,,,,,,,,,,,,,,,,,
7704,233058,CTRL S Datacenters Ltd.,202403,79.90,,,,,,,,25.40,,,,,71.86,,,,,,,,,,,,,,,,,,,,,,,
7705,233058,CTRL S Datacenters Ltd.,202303,7.80,,,,,,,,,,0.30,0.50,,133.60,,,,,,,,,,,,,,,,,,,,,,,
7706,233058,CTRL S Datacenters Ltd.,202203,6.60,,,,,,,,,,,0.50,,91.40,,,,,,,,,,,,,,,,,,,,,,,
7707,221973,CTX Lifescience Pvt Ltd,202303,3.86,,,,,,,,,48.21,,,,8.41,,,,,,,,,,,,,,,,,,,,,,,
7708,221973,CTX Lifescience Pvt Ltd,202203,0.00,,,,,,,,,11.93,,,,6.96,,,,,,,,,,,,,,,,,,,,,,,
7709,126027,Cubex Tubings Ltd.,202403,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
7710,126027,Cubex Tubings Ltd.,202303,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
7711,126027,Cubex Tubings Ltd.,202203,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
7712,235234,Cummins Generator Technologies India Ltd.,202403,892.73,,,,,,,,0.17,17.66,,2.03,,81.61,223.94,,,,,,,,,,,,,,,,,,,,,,
7713,235234,Cummins Generator Technologies India Ltd.,202303,981.41,,,,,,,,,25.28,,,,109.75,,,,,,,,,,,,,,,,,,,,,,,
7714,235234,Cummins Generator Technologies India Ltd.,202203,622.61,,,,,,,,1.73,33.86,,1.42,,30.24,,,,,,,,,,,,,,,,,,,,,,,
7715,100480,Cummins India Ltd.,202403,1945.91,,189.95,,,,,,168.42,3096.69,,11.87,,385.62,438.25,,,,,,,,,,,,,,,,,,,,,,
7716,100480,Cummins India Ltd.,202303,2068.19,,112.07,,,,,,131.75,2728.95,,9.01,,359.95,318.09,,,,,,,,,,,,,,,,,,,,,,
7717,100480,Cummins India Ltd.,202203,1588.16,,44.56,,,,,,97.91,2121.80,,8.14,,395.23,226.19,,,,,,,,,,,,,,,,,,,,,,
7718,290954,Cummins Sales & Service Pvt Ltd.,202403,36.37,,,,,,,,,144.82,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
7719,290954,Cummins Sales & Service Pvt Ltd.,202303,31.73,,,,,,,,0.50,103.52,,0.03,,3.88,,,,,,,,,,,,,,,,,,,,,,,
7720,290954,Cummins Sales & Service Pvt Ltd.,202203,20.56,,,,,,,,0.53,66.43,,0.47,,2.57,,,,,,,,,,,,,,,,,,,,,,,
7721,256198,Cummins Technologies India Ltd.,202403,5269.32,,,,,,,,33.28,1334.24,,22.26,,1033.03,,,,,,,,,,,,,,,,,,,,,,,
7722,256198,Cummins Technologies India Ltd.,202303,4737.46,,,,,,,,179.82,1309.07,,8.38,,554.46,,,,,,,,,,,,,,,,,,,,,,,
7723,256198,Cummins Technologies India Ltd.,202203,3640.87,,,,,,,,180.07,944.00,,10.52,,427.11,,,,,,,,,,,,,,,,,,,,,,,
7724,112361,Cupid Breweries And Distilleries Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,112361,Cupid Breweries And Distilleries Ltd.,202303,,,,,,,,,,,,0.07,,0.11,,,,,,,,,,,,,,,,,,,,,,,
7726,130843,Cupid Ltd.,202403,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
7727,130843,Cupid Ltd.,202303,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,
7728,130843,Cupid Ltd.,202203,0.01,,,0.09,,,,,,0.26,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,
7729,215231,Curatio Health Care (I) Pvt Ltd.,202203,1.31,,,,,,,,,,,0.87,,1.26,,,,,,,,,,,,,,,,,,,,,,,
7730,214818,Curia India Pvt Ltd.,202403,35.32,,,,,,,,0.00,4.69,0.00,3.51,,,,,,,,,,,,,,,,,,,,,,,,,
7731,214818,Curia India Pvt Ltd.,202303,121.36,,,,,,,,,2.41,1.28,3.96,,0.21,,,,,,,,,,,,,,,,,,,,,,,
7732,214818,Curia India Pvt Ltd.,202203,176.44,,,,,,,,,1.18,1.07,3.24,,1.80,,,,,,,,,,,,,,,,,,,,,,,
7733,318675,Curis Lifesciences Ltd.,202403,0.37,,,,,,,,,0.26,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,318675,Curis Lifesciences Ltd.,202303,0.00,,,,,,,,,0.00,0.41,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
7735,318675,Curis Lifesciences Ltd.,202203,0.00,,,,,,,,,0.01,0.66,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
7736,319978,Current Infraprojects Ltd.,202403,,,,,,,,,,1.44,,0.82,,4.92,,,,,,,,,,,,,,,,,,,,,,,
7737,319978,Current Infraprojects Ltd.,202303,,,,,,,,,,0.18,,0.68,,2.24,,,,,,,,,,,,,,,,,,,,,,,
7738,319978,Current Infraprojects Ltd.,202203,,,,,,,,,,0.08,,0.59,,0.37,,,,,,,,,,,,,,,,,,,,,,,
7739,277452,Current Technical Literature Company Pvt Ltd.,202403,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,
7740,277452,Current Technical Literature Company Pvt Ltd.,202303,,,,,,,,,,,,3.70,,,,,,,,,,,,,,,,,,,,,,,,,
7741,277452,Current Technical Literature Company Pvt Ltd.,202203,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,
7742,249070,Currimbhoys Home Products Pvt Ltd.,202203,,,,,,,,,,,,0.05,,0.08,,,,,,,,,,,,,,,,,,,,,,,
7743,294262,CVG Seating (India) Pvt Ltd.,202303,5.06,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,294262,CVG Seating (India) Pvt Ltd.,202203,3.87,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745,303381,CWD Ltd.,202403,,,,,,,,,,,0.19,1.65,,0.18,,,,,,,,,,,,,,,,,,,,,,,
7746,303381,CWD Ltd.,202303,,,,,,,,,,,0.02,2.27,,0.18,,,,,,,,,,,,,,,,,,,,,,,
7747,303381,CWD Ltd.,202203,,,,,,,,,,,0.04,1.65,,0.00,,,,,,,,,,,,,,,,,,,,,,,
7748,211060,Cybage Software Pvt Ltd.,202403,22.62,,,0.05,,,,,,,,1.97,,26.40,,,,,,,,,,,,,,,,,,,,,,,
7749,211060,Cybage Software Pvt Ltd.,202303,19.35,,,0.05,,,,,,,,1.64,,24.67,,,,,,,,,,,,,,,,,,,,,,,
7750,211060,Cybage Software Pvt Ltd.,202203,10.55,,7.60,0.23,,,,,2.13,,,1.68,,22.17,,,,,,,,,,,,,,,,,,,,,,,
7751,131472,Cybele Industries Ltd.,202403,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
7752,131472,Cybele Industries Ltd.,202303,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
7753,131472,Cybele Industries Ltd.,202203,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
7754,223092,Cyber Infrastructure Pvt. Ltd,202403,9.21,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,
7755,223092,Cyber Infrastructure Pvt. Ltd,202303,8.98,,,,,,,,,,,2.70,,1.07,,,,,,,,,,,,,,,,,,,,,,,
7756,223092,Cyber Infrastructure Pvt. Ltd,202203,12.59,,,,,,,,,,,2.82,,0.23,,,,,,,,,,,,,,,,,,,,,,,
7757,132640,Cyber Media (India) Ltd.,202403,,,,,,,,,,,,0.76,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7758,132640,Cyber Media (India) Ltd.,202303,,,,,,,,,0.06,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,
7759,132640,Cyber Media (India) Ltd.,202203,,,,,,,,,0.06,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
7760,239637,Cyber Media Research & Services Ltd.,202403,,,,,,,,,,,,0.80,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7761,239637,Cyber Media Research & Services Ltd.,202303,,,,,,,,,,,,0.33,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7762,239637,Cyber Media Research & Services Ltd.,202203,,,,,,,,,,,,0.22,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7763,236784,Cyber Media Services Ltd.,202403,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
7764,236784,Cyber Media Services Ltd.,202303,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
7765,236784,Cyber Media Services Ltd.,202203,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,284321,Cyber Pearl Information Technology Park Pvt Ltd.,202403,,,,0.23,,,,,,0.82,16.44,0.25,,6.91,,,,,,,,,,,,,,,,,,,,,,,
7767,284321,Cyber Pearl Information Technology Park Pvt Ltd.,202303,,,,,,,,,,,17.17,0.20,,5.77,,,,,,,,,,,,,,,,,,,,,,,
7768,284321,Cyber Pearl Information Technology Park Pvt Ltd.,202203,,,,,,,,,,,17.17,0.20,,6.50,,,,,,,,,,,,,,,,,,,,,,,
7769,249553,Cyber Peripherals Pvt Ltd.,202403,0.68,,,,,,,,,-0.83,-0.01,-0.44,,-0.13,,,,,,,,,,,,,,,,,,,,,,,
7770,249553,Cyber Peripherals Pvt Ltd.,202303,0.80,,,,,,,,,-1.28,0.01,-0.42,,-0.09,,,,,,,,,,,,,,,,,,,,,,,
7771,249553,Cyber Peripherals Pvt Ltd.,202203,0.29,,,,,,,,,,,0.31,,0.06,,,,,,,,,,,,,,,,,,,,,,,
7772,132173,CyberTech Systems And Software Ltd.,202403,109.17,,,,,,,,0.38,0.01,0.04,2.15,,,,,,,,,,,,,,,,,,,,,,,,,
7773,132173,CyberTech Systems And Software Ltd.,202303,97.37,,,,,,,,,,,2.53,,1.14,,,,,,,,,,,,,,,,,,,,,,,
7774,132173,CyberTech Systems And Software Ltd.,202203,73.36,,,,,,,,0.86,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,
7775,266784,Cyfuture India Pvt Ltd.,202403,,,,1.13,,,,,,4.59,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,
7776,266784,Cyfuture India Pvt Ltd.,202303,,,,0.44,,,,,,7.46,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,
7777,266784,Cyfuture India Pvt Ltd.,202203,9.99,,,,,,,,0.36,10.67,,0.53,,0.21,,,,,,,,,,,,,,,,,,,,,,,
7778,290955,Cygnus Sales & Services Pvt Ltd.,202303,,,,,,,,,,,,0.32,,0.04,,,,,,,,,,,,,,,,,,,,,,,
7779,290955,Cygnus Sales & Services Pvt Ltd.,202203,,,,,,,,,,,,0.26,,0.04,,,,,,,,,,,,,,,,,,,,,,,
7780,209063,Cyient DLM Ltd.,202403,0.97,,,,,,,,,,12.25,16.20,,16.63,,,,,,,,,,,,,,,,,,,,,,,
7781,209063,Cyient DLM Ltd.,202303,1.29,,,,,,,,,,9.21,6.59,,27.39,,,,,,,,,,,,,,,,,,,,,,,
7782,209063,Cyient DLM Ltd.,202203,1.22,,,,,,,,,,8.16,2.98,,4.79,,,,,,,,,,,,,,,,,,,,,,,
7783,132175,Cyient Ltd.,202403,1213.90,,,13.00,,,,,6.60,,,50.10,,77.90,9.20,,,,,,,,,,,,,,,,,,,,,,
7784,132175,Cyient Ltd.,202303,1155.10,,,10.20,,,,,3.60,,,40.60,,39.20,5.90,,,,,,,,,,,,,,,,,,,,,,
7785,132175,Cyient Ltd.,202203,997.80,,171.10,9.00,,,,,3.80,,,43.00,,21.30,6.40,,,,,,,,,,,,,,,,,,,,,,9.40
7786,208008,Cyrus Investments Ltd.,202303,,,,3.35,,,,,0.02,,,0.00,,0.84,,,,,,,,,,,,,,,,,,,,,,,
7787,208008,Cyrus Investments Ltd.,202203,,,,29.72,,,,,,,,0.02,,0.84,,,,,,,,,,,,,,,,,,,,,,,
7788,290957,Cyrus Vibration Machines India Pvt Ltd.,202303,,,,,,,,,,,0.13,0.44,,0.24,,,,,,,,,,,,,,,,,,,,,,,
7789,290957,Cyrus Vibration Machines India Pvt Ltd.,202203,,,,,,,,,,,,0.34,,0.28,,,,,,,,,,,,,,,,,,,,,,,
7790,272816,D Decor Home Fabrics Pvt Ltd.,202303,219.08,,,0.56,,,,,,22.68,1.42,46.80,,3.99,,,,,,,,,,,,,,,,,,,,,,,
7791,272816,D Decor Home Fabrics Pvt Ltd.,202203,179.79,,,0.86,,,,,,28.28,1.46,21.46,,3.14,,,,,,,,,,,,,,,,,,,,,,,
7792,291055,D Navinchandra Exports Pvt Ltd.,202403,289.41,,,,,,,,,539.98,1.60,0.47,,0.78,,,,,,,,,,,,,,,,,,,,,,,
7793,291055,D Navinchandra Exports Pvt Ltd.,202303,363.10,,,,,,,,,911.40,,,,17.67,,,,,,,,,,,,,,,,,,,,,,,
7794,256200,D Ranflex India Pvt Ltd.,202303,3.82,,,,,,,,0.05,,,0.05,,0.12,,,,,,,,,,,,,,,,,,,,,,,
7795,256200,D Ranflex India Pvt Ltd.,202203,,,,,,,,,2.80,,,0.15,,0.02,,,,,,,,,,,,,,,,,,,,,,,
7796,117514,D&H India Ltd.,202403,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,
7797,117514,D&H India Ltd.,202303,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,
7798,117514,D&H India Ltd.,202203,0.00,,,0.01,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
7799,200067,D.B. Corp Ltd.,202403,3.24,,,,,,,,0.34,15.20,,4.51,,18.01,102.49,,,,,,,,,,,,,,,,,,,,,,
7800,200067,D.B. Corp Ltd.,202303,2.84,,,0.01,,,,,0.40,14.03,,3.70,,16.04,76.11,,,,,,,,,,,,,,,,,,,,,,
7801,200067,D.B. Corp Ltd.,202203,2.60,,,0.02,,,,,0.30,11.04,,2.85,,17.42,62.82,,,,,,,,,,,,,,,,,,,,,,
7802,287446,D.P. Abhushan Ltd.,202403,,,,,,,,,,,2.23,2.04,,0.37,,,,,,,,,,,,,,,,,,,,,,,
7803,287446,D.P. Abhushan Ltd.,202303,,,,,,,,,,0.01,,1.42,,0.36,,,,,,,,,,,,,,,,,,,,,,,
7804,287446,D.P. Abhushan Ltd.,202203,,,,,,,,,,0.01,,1.82,,0.36,,,,,,,,,,,,,,,,,,,,,,,
7805,270430,D.P. Wires Ltd.,202403,390.80,,,4.50,,,,,,66.62,,1.92,,4.23,,,,,,,,,,,,,,,,,,,,,,,
7806,270430,D.P. Wires Ltd.,202303,516.07,,,,,,,,,54.44,,1.89,,5.72,,,,,,,,,,,,,,,,,,,,,,,
7807,270430,D.P. Wires Ltd.,202203,73.36,,,,,,,,,26.91,,1.93,,4.05,,,,,,,,,,,,,,,,,,,,,,,
7808,249447,D+H Solutions India Pvt Ltd.,202403,92.33,,,,,,,,,,,0.55,,5.96,,,,,,,,,,,,,,,,,,,,,,,
7809,249447,D+H Solutions India Pvt Ltd.,202303,94.85,,,,,,,,,,,0.54,,7.92,,,,,,,,,,,,,,,,,,,,,,,
7810,249447,D+H Solutions India Pvt Ltd.,202203,89.69,,,,,,,,,,,0.87,,1.17,,,,,,,,,,,,,,,,,,,,,,,
7811,225710,DA Milano Leathers Pvt Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
