Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
12120,237009,Enkay India Rubber Co Pvt Ltd.,202303,,,,1.06,,32.76
12121,237009,Enkay India Rubber Co Pvt Ltd.,202203,,,,5.20,,34.62
12122,291126,Enkay Texfab Pvt Ltd.,202303,,,,,,8.00
12123,291126,Enkay Texfab Pvt Ltd.,202203,,,,,,6.99
12124,269774,Ennore Coal Terminal Pvt Ltd.,202403,,,,,,17.55
12125,269774,Ennore Coal Terminal Pvt Ltd.,202303,,,,,,16.13
12126,269774,Ennore Coal Terminal Pvt Ltd.,202203,,,,,,34.66
12127,243049,Enoia Babcock Borsig Pvt Ltd.,202403,,1.99,,,,2.55
12128,243049,Enoia Babcock Borsig Pvt Ltd.,202303,,1.99,,,,2.50
12129,243049,Enoia Babcock Borsig Pvt Ltd.,202203,,2.87,,,,3.15
12130,270442,Enpar Steels Pvt Ltd.,202403,,,,0.01,,16.03
12131,270442,Enpar Steels Pvt Ltd.,202303,,,,0.01,,13.35
12132,270442,Enpar Steels Pvt Ltd.,202203,,,,,,12.13
12133,318671,Enprocon Enterprise Ltd.,202403,,0.37,,,,22.46
12134,318671,Enprocon Enterprise Ltd.,202303,,0.37,,,,45.26
12135,318671,Enprocon Enterprise Ltd.,202203,,0.37,,,,21.79
12136,226530,Enrich Agro Food Products Pvt Ltd.,202403,,0.52,,130.00,,44.18
12137,226530,Enrich Agro Food Products Pvt Ltd.,202303,,0.49,,130.00,,49.59
12138,226530,Enrich Agro Food Products Pvt Ltd.,202203,,0.40,,130.00,,52.88
12139,266617,Enrich Hair & Skin Solution Pvt Ltd.,202403,,4.31,,,,1.58
12140,266617,Enrich Hair & Skin Solution Pvt Ltd.,202303,,21.44,,,,1.91
12141,266617,Enrich Hair & Skin Solution Pvt Ltd.,202203,,18.81,,,,0.08
12142,309059,Enrich RD Infraprojects Pvt Ltd.,202203,,,,,,20.34
12143,236959,ENRX Pvt Ltd.,202403,,1.65,,,,36.45
12144,236959,ENRX Pvt Ltd.,202303,,2.92,,,,32.04
12145,236959,ENRX Pvt Ltd.,202203,,2.74,,,,25.27
12146,313033,Enser Communications Ltd.,202403,,1.28,,,,11.82
12147,313033,Enser Communications Ltd.,202303,,1.20,,,,4.88
12148,313033,Enser Communications Ltd.,202203,,1.15,,,,0.38
12149,230830,Ensure Enterprises Pvt Ltd.,202303,,,,,,0.95
12150,230830,Ensure Enterprises Pvt Ltd.,202203,,,,,,2.18
12151,236307,Entab Infotech Pvt Ltd.,202403,,,,,,2.73
12152,236307,Entab Infotech Pvt Ltd.,202303,,,,,,1.56
12153,236307,Entab Infotech Pvt Ltd.,202203,,0.29,,0.01,,2.09
12154,226751,Entasis India Pvt Ltd.,202303,,0.15,,,,1.48
12155,226751,Entasis India Pvt Ltd.,202203,,0.15,,,,1.28
12156,237014,Enter 10 Television Pvt Ltd.,202403,,2.85,,9.65,,160.51
12157,237014,Enter 10 Television Pvt Ltd.,202303,,2.85,,9.65,,148.25
12158,237014,Enter 10 Television Pvt Ltd.,202203,,2.75,,9.65,,100.31
12159,312105,Entero Healthcare Solutions Ltd.,202403,,5.09,,,,113.19
12160,312105,Entero Healthcare Solutions Ltd.,202303,,5.09,,,,74.48
12161,312105,Entero Healthcare Solutions Ltd.,202203,,5.01,,,,52.23
12162,126574,Enterprise International Ltd.,202403,,,,,,
12163,126574,Enterprise International Ltd.,202303,,,,,,0.75
12164,126574,Enterprise International Ltd.,202203,,,,,,1.42
12165,132700,Entertainment Network (India) Ltd.,202403,,5.01,,,,178.09
12166,132700,Entertainment Network (India) Ltd.,202303,,4.41,,,,142.94
12167,132700,Entertainment Network (India) Ltd.,202203,,4.20,,,,126.79
12168,208111,Entremonde Polyecoaters Ltd.,202403,,0.42,,0.00,,5.04
12169,208111,Entremonde Polyecoaters Ltd.,202303,,0.42,,0.00,,26.81
12170,208111,Entremonde Polyecoaters Ltd.,202203,,0.38,,0.00,,15.67
12171,243707,Entrepreneurs (Calcutta) Pvt Ltd.,202303,,,,,,0.03
12172,243707,Entrepreneurs (Calcutta) Pvt Ltd.,202203,,,,,,0.02
12173,100246,Envair Electrodyne Ltd.,202403,,,,,,
12174,100246,Envair Electrodyne Ltd.,202303,,,,,,1.05
12175,100246,Envair Electrodyne Ltd.,202203,,0.57,,,,0.62
12176,248936,Envirad Projects Pvt Ltd.,202403,,,,,,15.72
12177,248936,Envirad Projects Pvt Ltd.,202303,,,,,,18.50
12178,248936,Envirad Projects Pvt Ltd.,202203,,,,,,26.61
12179,243708,Enviro Analysts & Engineers Pvt Ltd.,202303,,,,,,0.64
12180,243708,Enviro Analysts & Engineers Pvt Ltd.,202203,,0.03,,,,0.49
12181,223072,Enviro Control Pvt Ltd.,202403,2.10,0.21,,,,86.85
12182,223072,Enviro Control Pvt Ltd.,202303,2.10,0.21,,,,166.64
12183,223072,Enviro Control Pvt Ltd.,202203,2.10,0.17,,,,140.66
12184,307636,Enviro Infra Engineers Ltd.,202403,,0.05,,,,115.26
12185,307636,Enviro Infra Engineers Ltd.,202303,,0.05,,,,80.85
12186,307636,Enviro Infra Engineers Ltd.,202203,,0.05,,,,51.09
12187,275235,Enviro Tech Ventures Ltd.,202403,,,,,,6.49
12188,275235,Enviro Tech Ventures Ltd.,202303,,,,,,1.44
12189,275235,Enviro Tech Ventures Ltd.,202203,,,,,,
12190,226483,Enviro Technology Ltd.,202403,,,,,,3.21
12191,315017,Envirotech Systems Ltd.,202403,,,,,,18.22
12192,315017,Envirotech Systems Ltd.,202303,,,,,,11.70
12193,315017,Envirotech Systems Ltd.,202203,,,,,,6.22
12194,208112,Enzal Chemicals (India) Ltd.,202403,,,,,,3.27
12195,208112,Enzal Chemicals (India) Ltd.,202303,,,,,,4.77
12196,208112,Enzal Chemicals (India) Ltd.,202203,,,,,,10.12
12197,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202403,,,,,,3.97
12198,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202303,,,,,,6.58
12199,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202203,,,,,,2.72
12200,267354,Eon Kharadi Infrastructure Pvt Ltd.,202403,,0.19,,,,14.00
12201,267354,Eon Kharadi Infrastructure Pvt Ltd.,202303,,0.19,,,,10.15
12202,267354,Eon Kharadi Infrastructure Pvt Ltd.,202203,,0.19,,,,11.11
12203,305172,EP Biocomposites Ltd.,202403,,,0.21,,,9.00
12204,305172,EP Biocomposites Ltd.,202303,,,0.21,,,5.86
12205,305172,EP Biocomposites Ltd.,202203,,,,,,7.10
12206,311638,EPACK Durable Ltd.,202403,0.46,0.33,,,,212.41
12207,311638,EPACK Durable Ltd.,202303,0.46,0.33,,,,479.09
12208,311638,EPACK Durable Ltd.,202203,,0.19,,,,354.66
12209,289243,EPack Prefab Technologies Ltd.,202403,,2.43,,,,135.38
12210,289243,EPack Prefab Technologies Ltd.,202303,,1.85,,,,126.86
12211,289243,EPack Prefab Technologies Ltd.,202203,,1.82,,,,71.56
12212,130407,Epic Energy Ltd.,202403,,,,,,0.95
12213,130407,Epic Energy Ltd.,202303,,,,,,0.65
12214,130407,Epic Energy Ltd.,202203,,,,,,0.86
12215,210481,Epigral Ltd.,202403,,,8.03,26.21,,178.75
12216,210481,Epigral Ltd.,202303,,,8.03,26.21,,166.32
12217,210481,Epigral Ltd.,202203,,,8.03,26.21,,256.32
12218,251901,Epitome Components Ltd.,202403,,,,,,44.06
12219,251901,Epitome Components Ltd.,202303,,,,,,54.99
12220,251901,Epitome Components Ltd.,202203,,,,,,47.03
12221,100135,EPL Ltd.,202403,118.60,18.60,,7.20,,261.60
12222,100135,EPL Ltd.,202303,118.60,18.40,,6.40,,227.00
12223,100135,EPL Ltd.,202203,118.60,17.20,,5.60,,232.10
12224,317255,Eppeltone Engineers Ltd.,202403,,0.50,,,,27.33
12225,317255,Eppeltone Engineers Ltd.,202303,,0.38,,,,16.56
12226,317255,Eppeltone Engineers Ltd.,202203,,0.04,,,,8.10
12227,270408,Epsilon Carbon Pvt Ltd.,202403,,3.65,,,,399.90
12228,270408,Epsilon Carbon Pvt Ltd.,202303,,3.53,,,,407.85
12229,270408,Epsilon Carbon Pvt Ltd.,202203,,2.74,,,,222.79
12230,131155,Epsom Properties Ltd.,202403,,,,,,
12231,131155,Epsom Properties Ltd.,202303,,,,,,
12232,131155,Epsom Properties Ltd.,202203,,,,,,
12233,132092,Epuja Spiritech Ltd.,202403,4.22,0.03,,,,1.41
12234,132092,Epuja Spiritech Ltd.,202303,,,,,,1.52
12235,132092,Epuja Spiritech Ltd.,202203,,,,,,2.52
12236,243711,EQMS India Pvt Ltd.,202303,,,,,,0.50
12237,243711,EQMS India Pvt Ltd.,202203,,,,,,0.40
12238,131262,Equilateral Enterprises Ltd.,202403,,,,,,1.87
12239,131262,Equilateral Enterprises Ltd.,202303,,,,,,-0.30
12240,131262,Equilateral Enterprises Ltd.,202203,,,,,,-0.38
12241,294327,Equinox Solutions Ltd.,202403,,0.09,,,,8.48
12242,294327,Equinox Solutions Ltd.,202303,,0.09,,,,8.19
12243,294327,Equinox Solutions Ltd.,202203,,0.09,,,,5.84
12244,190057,Equippp Social Impact Technologies Ltd.,202403,,8.67,,,,1.74
12245,190057,Equippp Social Impact Technologies Ltd.,202303,,8.65,,,,0.68
12246,190057,Equippp Social Impact Technologies Ltd.,202203,,8.20,,,,
12247,243712,Equitas Holdings Ltd. - (Amalgamated),202203,,0.02,,,,
12248,273033,Equitas Small Finance Bank Ltd.,202403,,,,,,
12249,273033,Equitas Small Finance Bank Ltd.,202303,,,,,,
12250,273033,Equitas Small Finance Bank Ltd.,202203,,,,,,
12251,131035,Eraaya Lifespaces Ltd.,202403,,,,,,0.00
12252,131035,Eraaya Lifespaces Ltd.,202303,,,,,,0.19
12253,131035,Eraaya Lifespaces Ltd.,202203,,,,,,
12254,213064,Eric Apparel Private Limited,202203,0.12,,,,,3.00
12255,296255,Ericson & Richards Surveyors Pvt Ltd.,202303,,,,,,2.42
12256,296255,Ericson & Richards Surveyors Pvt Ltd.,202203,,,,,,2.24
12257,213065,Ericsson India Pvt Ltd,202303,,,,,,4836.20
12258,213065,Ericsson India Pvt Ltd,202203,,,,,,1044.80
12259,292683,Eris Healthcare Pvt Ltd.,202303,,,,,,15.77
12260,292683,Eris Healthcare Pvt Ltd.,202203,,,,,,16.02
12261,222255,Eris Lifesciences Ltd.,202403,20.00,17.31,,1503.53,,239.97
12262,222255,Eris Lifesciences Ltd.,202303,16.66,17.28,,816.76,,229.22
12263,222255,Eris Lifesciences Ltd.,202203,16.66,14.10,,535.61,,137.56
12264,220069,Eri-Tech Ltd.,202403,,,,,,6.21
12265,220069,Eri-Tech Ltd.,202303,,,,,,39.79
12266,220069,Eri-Tech Ltd.,202203,,,,,,16.57
12267,251907,Ernst & Young Services Pvt Ltd.,202403,,,,,,3.94
12268,251907,Ernst & Young Services Pvt Ltd.,202303,,,,,,9.35
12269,251907,Ernst & Young Services Pvt Ltd.,202203,,,,,,2.50
12270,219947,Eros International Media Ltd.,202403,,,,2106.21,,394.05
12271,219947,Eros International Media Ltd.,202303,,,,2084.63,,723.17
12272,219947,Eros International Media Ltd.,202203,,,,2090.38,,623.35
12273,249040,ERP Analysts (India) Pvt Ltd.,202403,,,,,,3.45
12274,249040,ERP Analysts (India) Pvt Ltd.,202303,,,,,,2.93
12275,249040,ERP Analysts (India) Pvt Ltd.,202203,,,,,,1.91
12276,130909,ERP Soft Systems Ltd.,202303,,0.17,,,,0.25
12277,130909,ERP Soft Systems Ltd.,202203,,0.17,,,,0.55
12278,131502,Esaar (India) Ltd.,202403,,,,,,9.37
12279,131502,Esaar (India) Ltd.,202303,,,,,,8.87
12280,131502,Esaar (India) Ltd.,202203,,,,,,8.87
12281,100133,Esab India Ltd.,202403,,7.08,,,,188.82
12282,100133,Esab India Ltd.,202303,,7.08,,,,152.28
12283,100133,Esab India Ltd.,202203,,5.34,,,,135.22
12284,287810,ESAF Small Finance Bank Ltd.,202403,,,,,,
12285,287810,ESAF Small Finance Bank Ltd.,202303,,,,,,
12286,287810,ESAF Small Finance Bank Ltd.,202203,,,,,,
12287,291132,Escapade Real Estate Pvt Ltd.,202403,,,,,,0.33
12288,291132,Escapade Real Estate Pvt Ltd.,202303,,,,,,0.27
12289,291132,Escapade Real Estate Pvt Ltd.,202203,,,,,,0.32
12290,272005,Escon Elevators Pvt Ltd.,202303,,,,,,5.43
12291,272005,Escon Elevators Pvt Ltd.,202203,,,,,,4.23
12292,313388,Esconet Technologies Ltd.,202403,,,,,,38.52
12293,313388,Esconet Technologies Ltd.,202303,,,,,,12.59
12294,313388,Esconet Technologies Ltd.,202203,,,,,,15.46
12295,284708,Escorp Asset Management Ltd.,202403,,,,,,0.06
12296,284708,Escorp Asset Management Ltd.,202303,,,,,,0.09
12297,284708,Escorp Asset Management Ltd.,202203,,,,,,0.04
12298,283776,Escort Developers Pvt Ltd.,202303,,,,,,
12299,243683,Escorts Crop Solutions Ltd.,202403,,,,,,
12300,243683,Escorts Crop Solutions Ltd.,202303,,,,,,1.74
12301,243683,Escorts Crop Solutions Ltd.,202203,,0.31,,,,1.90
12302,237019,Escorts Heart & Super Speciality Hospital Ltd.,202403,4.92,,,,,88.39
12303,237019,Escorts Heart & Super Speciality Hospital Ltd.,202303,4.92,,,,,166.12
12304,237019,Escorts Heart & Super Speciality Hospital Ltd.,202203,4.92,,,,,119.35
12305,208115,Escorts Heart Institute & Research Centre Ltd.,202403,,12.80,,,,50.69
12306,208115,Escorts Heart Institute & Research Centre Ltd.,202303,,12.36,,,,37.63
12307,208115,Escorts Heart Institute & Research Centre Ltd.,202203,,12.24,,4.20,,34.49
12308,100495,Escorts Kubota Ltd.,202403,,129.68,23.84,49.75,,1463.31
12309,100495,Escorts Kubota Ltd.,202303,,73.84,23.84,43.66,,1207.56
12310,100495,Escorts Kubota Ltd.,202203,,58.86,23.84,43.07,,827.56
12311,283966,Esdee Paints Ltd.,202403,,,,,,130.67
12312,283966,Esdee Paints Ltd.,202303,,,,,,131.08
12313,283966,Esdee Paints Ltd.,202203,,,,,,129.45
12314,233561,ESDS Software Solution Ltd.,202403,,12.75,,,,119.00
12315,233561,ESDS Software Solution Ltd.,202303,,12.75,,,,87.53
12316,233561,ESDS Software Solution Ltd.,202203,,12.10,,,,63.43
12317,288037,Esennar Transformers Pvt Ltd.,202403,,0.40,,,,1.00
12318,288037,Esennar Transformers Pvt Ltd.,202303,,0.42,,,,2.33
12319,288037,Esennar Transformers Pvt Ltd.,202203,,0.42,,,,2.33
12320,131259,Esha Media Research Ltd.,202303,,,,,,0.02
12321,131259,Esha Media Research Ltd.,202203,,,,,,0.08
12322,235142,Eshakti.Com Pvt Ltd.,202403,,2.18,,0.09,,68.63
12323,235142,Eshakti.Com Pvt Ltd.,202303,,2.18,,0.09,,42.05
12324,235142,Eshakti.Com Pvt Ltd.,202203,,2.18,,0.09,,56.75
12325,270068,Esjay International Pvt Ltd.,202403,,,,0.02,,4.97
12326,270068,Esjay International Pvt Ltd.,202303,,,,0.02,,10.26
12327,270068,Esjay International Pvt Ltd.,202203,,,,0.02,,11.53
12328,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202403,,,,,,28.43
12329,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202303,,,,,,25.67
12330,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202203,0.01,,,,,26.26
12331,272004,Eskay Elevators (India) Pvt Ltd.,202303,,0.03,,0.28,,4.75
12332,272004,Eskay Elevators (India) Pvt Ltd.,202203,,0.03,,0.28,,7.44
12333,291133,Eskay Engichem Pvt Ltd.,202303,,,,,,1.71
12334,291133,Eskay Engichem Pvt Ltd.,202203,,,,,,1.81
12335,213020,ESL Steel Ltd.,202403,,22.31,,15.81,,110.70
12336,213020,ESL Steel Ltd.,202303,,20.70,,,,248.63
12337,213020,ESL Steel Ltd.,202203,,15.96,,538.92,,80.58
12338,294911,ESME Consumer Pvt Ltd.,202403,196.94,4.03,,77.00,,61.65
12339,294911,ESME Consumer Pvt Ltd.,202303,196.94,3.75,,77.00,,74.71
12340,294911,ESME Consumer Pvt Ltd.,202203,92.56,,,92.00,,20.04
12341,289103,Esmech Equipment Pvt Ltd.,202403,,4.50,,,,135.18
12342,289103,Esmech Equipment Pvt Ltd.,202303,,4.33,,,,98.42
12343,289103,Esmech Equipment Pvt Ltd.,202203,,2.51,,,,75.10
12344,213072,Esolve Technologies Pvt Ltd,202403,,,,,,
12345,213072,Esolve Technologies Pvt Ltd,202303,,,,,,0.20
12346,213072,Esolve Technologies Pvt Ltd,202203,,,,,,0.90
12347,132016,Espire Hospitality Ltd.,202303,,,10.57,0.05,,0.67
12348,132016,Espire Hospitality Ltd.,202203,,,2.67,0.02,,0.25
12349,289330,ESPN Digital Media (India) Pvt Ltd.,202403,,,,,,20.80
12350,289330,ESPN Digital Media (India) Pvt Ltd.,202303,,,,,,32.28
12351,289330,ESPN Digital Media (India) Pvt Ltd.,202203,,,,,,41.31
12352,314020,Esprit Stones Ltd.,202403,,0.10,,,,27.06
12353,314020,Esprit Stones Ltd.,202303,,0.10,,,,26.43
12354,314020,Esprit Stones Ltd.,202203,,0.01,,,,24.85
12355,310178,Esquire Machines Pvt Ltd.,202403,,0.27,,,,9.51
12356,310178,Esquire Machines Pvt Ltd.,202303,,0.27,,,,7.85
12357,310178,Esquire Machines Pvt Ltd.,202203,,0.08,,,,7.20
12358,112439,Esquire Money Guarantees Ltd.,202403,,,,,,0.35
12359,112439,Esquire Money Guarantees Ltd.,202303,,,,,,0.35
12360,112439,Esquire Money Guarantees Ltd.,202203,,,,,,0.35
12361,208778,Esri India Technologies Ltd.,202403,,2.15,,,,128.81
12362,208778,Esri India Technologies Ltd.,202303,,2.80,,,,69.20
12363,208778,Esri India Technologies Ltd.,202203,,6.08,,,,65.12
12364,243716,ESS AAR Universal Pvt Ltd.,202403,,0.01,,,,3.41
12365,243716,ESS AAR Universal Pvt Ltd.,202303,,0.01,,,,7.12
12366,243716,ESS AAR Universal Pvt Ltd.,202203,,0.01,,,,5.22
12367,254883,Ess Ell Sons Pvt Ltd.,202403,,,,,,3.21
12368,254883,Ess Ell Sons Pvt Ltd.,202303,,,,,,2.15
12369,254883,Ess Ell Sons Pvt Ltd.,202203,,,,,,3.02
12370,291135,Essaa Syntex Pvt Ltd.,202303,,,,,,1.26
12371,291135,Essaa Syntex Pvt Ltd.,202203,,,,,,1.62
12372,254486,Essar Bulk Terminal (Salaya) Ltd.,202403,,,,,,20.91
12373,254486,Essar Bulk Terminal (Salaya) Ltd.,202303,,,,,,9.25
12374,254486,Essar Bulk Terminal (Salaya) Ltd.,202203,,,,,,4.94
12375,100630,Essar Ports Ltd.,202303,,,,,,1.96
12376,100630,Essar Ports Ltd.,202203,,,,,,2.56
12377,213077,Essar Power Gujarat Limited,202403,,,,,,119.25
12378,213077,Essar Power Gujarat Limited,202303,,,,,,47.38
12379,213077,Essar Power Gujarat Limited,202203,,,,,,154.79
12380,208119,Essar Power Ltd.,202303,,0.04,,,,1069.34
12381,208119,Essar Power Ltd.,202203,,0.04,,,,1067.14
12382,226221,Essar Shipping Ltd.,202303,,,,,,1.37
12383,226221,Essar Shipping Ltd.,202203,,,,,,5.50
12384,283630,Essel Ahmedabad Godhra Toll Roads Ltd.,202203,,,,,,
12385,267357,Essel Leisure Services Pvt Ltd.,202403,,0.03,,,,1.67
12386,267357,Essel Leisure Services Pvt Ltd.,202303,,0.03,,,,0.94
12387,267357,Essel Leisure Services Pvt Ltd.,202203,,0.03,,,,0.18
12388,282027,Essel Lucknow Raebareli Toll Roads Ltd.,202303,,,,,,8.84
12389,282027,Essel Lucknow Raebareli Toll Roads Ltd.,202203,,,,,,0.06
12390,215507,Essel Mining & Industries Ltd.,202403,,1.59,,,,59.57
12391,215507,Essel Mining & Industries Ltd.,202303,,1.45,,,,71.91
12392,215507,Essel Mining & Industries Ltd.,202203,,1.42,,,,161.57
12393,243719,Essem High-Tech Pvt Ltd.,202403,,,,,,2.11
12394,243719,Essem High-Tech Pvt Ltd.,202303,,,,,,1.63
12395,243719,Essem High-Tech Pvt Ltd.,202203,,,,,,1.02
12396,309656,Essen Speciality Films Ltd.,202403,,0.03,,,,19.26
12397,309656,Essen Speciality Films Ltd.,202303,,0.03,,,,16.90
12398,309656,Essen Speciality Films Ltd.,202203,,0.03,,,,14.40
12399,320142,Essex Marine Ltd.,202403,,,,,,
12400,320142,Essex Marine Ltd.,202303,,,,,,12.13
12401,320142,Essex Marine Ltd.,202203,,,,,,14.78
12402,291137,Esskay Technologys Pvt Ltd.,202303,,,,,,1.11
12403,291137,Esskay Technologys Pvt Ltd.,202203,,,,,,1.16
12404,240838,Esteem Bio Organic Food Processing Ltd.,202203,,,,,,2.45
12405,224361,Esteem Industries Pvt Ltd.,202303,,,,,,128.02
12406,224361,Esteem Industries Pvt Ltd.,202203,,,,,,188.83
12407,224362,Estelle Chemicals Pvt Ltd.,202403,,,,,,9.56
12408,224362,Estelle Chemicals Pvt Ltd.,202303,,,,,,6.74
12409,224362,Estelle Chemicals Pvt Ltd.,202203,,,,,,7.79
12410,222340,Ester India Chemicals Ltd.,202403,,,,,,5.24
12411,222340,Ester India Chemicals Ltd.,202303,,,,,,9.59
12412,222340,Ester India Chemicals Ltd.,202203,,,,,,12.52
12413,100136,Ester Industries Ltd.,202403,,3.00,,,,108.23
12414,100136,Ester Industries Ltd.,202303,,3.39,,,,136.72
12415,100136,Ester Industries Ltd.,202203,,2.62,,,,193.46
12416,208125,Esvee Precision Components Ltd.,202403,,,,,,
12417,208125,Esvee Precision Components Ltd.,202303,,,,,,
12418,208125,Esvee Precision Components Ltd.,202203,,,,,,0.56
12419,251910,ETA Constructions (India) Ltd.,202303,,,,,,0.35
12420,251910,ETA Constructions (India) Ltd.,202203,,,,,,2.95
12421,211097,ETA Engineering Pvt Ltd.,202403,,,,1.01,,36.81
12422,211097,ETA Engineering Pvt Ltd.,202303,,,,0.97,,61.31
12423,211097,ETA Engineering Pvt Ltd.,202203,,1.03,,,,157.53
12424,219408,ETA Karnataka Estates Ltd.,202303,,,,,,
12425,219408,ETA Karnataka Estates Ltd.,202203,,,,,,
12426,291138,ETC Agro Processing (India) Pvt Ltd.,202403,,,,,,142.99
12427,291138,ETC Agro Processing (India) Pvt Ltd.,202303,,,,,,94.32
12428,291138,ETC Agro Processing (India) Pvt Ltd.,202203,,,,,,140.49
12429,252306,Eternal Ltd.,202403,1209.00,15.00,,62.00,,69.00
12430,252306,Eternal Ltd.,202303,1209.00,10.00,,62.00,,62.00
12431,252306,Eternal Ltd.,202203,1209.30,9.70,,322.30,,166.90
12432,208336,Eternis Fine Chemicals Ltd.,202403,,1.83,,,,244.61
12433,208336,Eternis Fine Chemicals Ltd.,202303,,1.64,,,,295.09
12434,208336,Eternis Fine Chemicals Ltd.,202203,,1.60,,,,275.77
12435,223788,Ethos Ltd.,202403,,0.98,,40.17,1.12,15.57
12436,223788,Ethos Ltd.,202303,,0.98,,40.17,0.51,6.18
12437,223788,Ethos Ltd.,202203,,0.93,,,0.51,5.18
12438,291141,ETP Infra Pvt Ltd.,202303,,,,,,
12439,227755,Euclid Infotech Pvt. Ltd.,202203,,,,,,0.12
12440,310897,Euphoria Infotech (India) Ltd.,202403,,0.05,,,,5.61
12441,310897,Euphoria Infotech (India) Ltd.,202303,,0.05,,,,4.92
12442,224364,Eureka Conveyor Beltings Ltd.,202403,,,,,,26.34
12443,224364,Eureka Conveyor Beltings Ltd.,202303,,,,,,14.82
12444,224364,Eureka Conveyor Beltings Ltd.,202203,,,,,,14.46
12445,233198,Eureka Credit Finance Pvt Ltd.,202203,,,,,,0.03
12446,242153,Eureka Forbes Ltd.,202403,2055.82,13.21,0.20,2911.19,,137.18
12447,242153,Eureka Forbes Ltd.,202303,2055.82,1.27,0.20,2911.19,,122.60
12448,242153,Eureka Forbes Ltd.,202203,2055.82,1.27,0.20,2911.19,,153.29
12449,121137,Eureka Industries Ltd.,202403,,,,,,
12450,121137,Eureka Industries Ltd.,202303,,,,,,0.85
12451,121137,Eureka Industries Ltd.,202203,,,,,,
12452,309280,Euro Exports Pvt Ltd.,202403,,,,0.04,,204.55
12453,309280,Euro Exports Pvt Ltd.,202303,,,,0.04,,133.00
12454,309280,Euro Exports Pvt Ltd.,202203,,,,0.04,,94.40
12455,224226,Euro Fashion Inners International Pvt Ltd,202303,,,,,,0.07
12456,224226,Euro Fashion Inners International Pvt Ltd,202203,,,,,,0.31
12457,233392,Euro Footwear Ltd.,202403,,0.03,,,,8.19
12458,233392,Euro Footwear Ltd.,202303,,0.03,,,,6.59
12459,233392,Euro Footwear Ltd.,202203,,0.12,,,,19.07
12460,224366,Euro Fruits Pvt Ltd,202403,,,,,,0.03
12461,224366,Euro Fruits Pvt Ltd,202303,,,,,,0.03
12462,224366,Euro Fruits Pvt Ltd,202203,,,,,,0.02
12463,224079,Euro India Consumer Products Pvt Ltd.,202303,,,,,,0.89
12464,224079,Euro India Consumer Products Pvt Ltd.,202203,,,,,,0.48
12465,283943,Euro India Fresh Foods Ltd.,202303,,0.18,,,,22.45
12466,283943,Euro India Fresh Foods Ltd.,202203,,0.18,,,,15.37
12467,126468,Euro Leder Fashion Ltd.,202403,,,,,,6.87
12468,126468,Euro Leder Fashion Ltd.,202303,,,,,,11.65
12469,126468,Euro Leder Fashion Ltd.,202203,,,,,,6.05
12470,208128,Euro Multivision Ltd.,202203,,,0.02,0.10,,0.01
12471,303892,Euro Panel Products Ltd.,202403,,0.15,,0.91,,39.72
12472,303892,Euro Panel Products Ltd.,202303,,0.15,,0.91,,36.26
12473,303892,Euro Panel Products Ltd.,202203,,0.15,,0.91,,27.23
12474,293215,Euro Pratik Ispat Pvt Ltd.,202403,,,,,,2.42
12475,293215,Euro Pratik Ispat Pvt Ltd.,202303,,,,,,1.59
12476,293215,Euro Pratik Ispat Pvt Ltd.,202203,,,,,,1.21
12477,318902,Euro Pratik Sales Ltd.,202403,,,,,,44.54
12478,318902,Euro Pratik Sales Ltd.,202303,,,,,,60.49
12479,318902,Euro Pratik Sales Ltd.,202203,,,,,,45.46
12480,226310,Eurofins Advinus Ltd.,202203,,5.32,,,,3.14
12481,213096,Euronet Services India Pvt Ltd,202303,,18.01,,,,231.24
12482,213096,Euronet Services India Pvt Ltd,202203,,14.59,,,,187.67
12483,277504,Eurospa Terrytowels Pvt Ltd.,202303,,,,,,1.83
12484,277504,Eurospa Terrytowels Pvt Ltd.,202203,,,,,,1.07
12485,208130,Eurotech Cylinders Pvt. Ltd.,202303,,0.06,,,,2.75
12486,208130,Eurotech Cylinders Pvt. Ltd.,202203,,,,,,0.68
12487,121014,Eurotex Industries And Exports Ltd.,202403,,,,,,0.10
12488,121014,Eurotex Industries And Exports Ltd.,202303,,,,,,0.10
12489,121014,Eurotex Industries And Exports Ltd.,202203,,,,,,0.00
12490,224371,Evalue Serve Com Pvt Ltd.,202403,,20.37,,,,142.71
12491,224371,Evalue Serve Com Pvt Ltd.,202303,,19.43,,,,398.87
12492,224371,Evalue Serve Com Pvt Ltd.,202203,,18.73,,,,284.02
12493,291143,Evans Chem India Pvt Ltd.,202403,,,,,,4.72
12494,291143,Evans Chem India Pvt Ltd.,202303,,,,,,9.75
12495,291143,Evans Chem India Pvt Ltd.,202203,,,,,,3.29
12496,294760,Evans Electric Ltd.,202403,,,,,,5.30
12497,294760,Evans Electric Ltd.,202303,,,,,,0.56
12498,294760,Evans Electric Ltd.,202203,,,,,,0.98
