Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
43493,292908,Veritas Finance Ltd.,202403,,20.10,,,,
43494,292908,Veritas Finance Ltd.,202303,,11.91,,,,
43495,292908,Veritas Finance Ltd.,202203,,10.43,,,,
43496,270664,Veritas Industries Pvt Ltd.,202403,,0.12,,,,20.07
43497,270664,Veritas Industries Pvt Ltd.,202303,,0.12,,,,21.33
43498,270664,Veritas Industries Pvt Ltd.,202203,,0.12,,,,17.62
43499,217134,Verizon Data Services India Private Limited,202303,,35.12,,,,415.62
43500,217134,Verizon Data Services India Private Limited,202203,,40.54,,,,328.71
43501,131695,Veronica Production Ltd.,202403,,,,,,0.13
43502,131695,Veronica Production Ltd.,202303,,,,,,
43503,131695,Veronica Production Ltd.,202203,,,,,,
43504,247587,Versatile Wires Ltd.,202403,,,,,,3.15
43505,247587,Versatile Wires Ltd.,202303,,,,,,4.59
43506,247587,Versatile Wires Ltd.,202203,,,,,,4.67
43507,249194,Version Systems Pvt Ltd.,202403,,0.04,,0.01,,3.14
43508,249194,Version Systems Pvt Ltd.,202303,,0.04,,0.01,,3.13
43509,249194,Version Systems Pvt Ltd.,202203,,,,,,2.43
43510,131950,Vertex Securities Ltd.,202403,,0.63,,0.98,,3.94
43511,131950,Vertex Securities Ltd.,202303,,0.63,,0.98,,11.36
43512,131950,Vertex Securities Ltd.,202203,,0.63,,0.91,,5.68
43513,307698,Vertexplus Technologies Ltd.,202403,,1.10,,,,4.15
43514,307698,Vertexplus Technologies Ltd.,202303,,1.10,,,,4.12
43515,307698,Vertexplus Technologies Ltd.,202203,,,,,,2.34
43516,307192,Vertis Infrastructure Trust,202403,,,,,,
43517,307192,Vertis Infrastructure Trust,202303,,,,,,
43518,220548,Vertiv Energy Pvt Ltd.,202403,397.11,16.11,,,,614.37
43519,220548,Vertiv Energy Pvt Ltd.,202303,397.11,20.33,,,,550.37
43520,220548,Vertiv Energy Pvt Ltd.,202203,397.11,12.71,,,,482.34
43521,287655,Vertoz Ltd.,202403,,8.54,,0.00,,34.54
43522,287655,Vertoz Ltd.,202303,,6.76,,0.00,,16.00
43523,287655,Vertoz Ltd.,202203,,6.76,,0.00,,12.91
43524,208836,Veryx Technologies Pvt Ltd.,202403,,11.13,,,,1.30
43525,208836,Veryx Technologies Pvt Ltd.,202303,,8.81,,,,1.15
43526,208836,Veryx Technologies Pvt Ltd.,202203,,8.42,,,,1.82
43527,219301,Vestas Wind Technology India Pvt. Ltd.,202403,,2.56,,,,662.40
43528,219301,Vestas Wind Technology India Pvt. Ltd.,202303,,1.44,,,,658.01
43529,219301,Vestas Wind Technology India Pvt. Ltd.,202203,,0.97,,,,852.04
43530,287586,Vestige Marketing Pvt Ltd.,202403,0.25,3.07,,,,15.47
43531,287586,Vestige Marketing Pvt Ltd.,202303,0.25,3.07,,,,15.69
43532,287586,Vestige Marketing Pvt Ltd.,202203,0.25,3.04,,,,12.54
43533,239649,Veto Switchgears And Cables Ltd.,202403,,,,0.01,,92.67
43534,239649,Veto Switchgears And Cables Ltd.,202303,,,,0.01,,85.56
43535,239649,Veto Switchgears And Cables Ltd.,202203,,,,0.01,,74.11
43536,235742,Vetrivel Explosives Pvt Ltd.,202403,,,,,,9.41
43537,235742,Vetrivel Explosives Pvt Ltd.,202303,,,,,,12.78
43538,235742,Vetrivel Explosives Pvt Ltd.,202203,,,,,,5.37
43539,292923,VFS Capital Ltd.,202303,,0.49,,0.01,,
43540,292923,VFS Capital Ltd.,202203,,0.39,,0.01,,
43541,210405,VFS Global Services Ltd.,202403,,22.90,,,,92.99
43542,210405,VFS Global Services Ltd.,202303,,20.77,,,,57.14
43543,210405,VFS Global Services Ltd.,202203,,20.38,,,,70.43
43544,200054,V-Guard Industries Ltd.,202403,,44.63,10.00,0.05,,553.58
43545,200054,V-Guard Industries Ltd.,202303,,33.74,,0.05,,519.79
43546,200054,V-Guard Industries Ltd.,202203,,20.29,,0.05,,479.24
43547,211493,VHB Life Sciences Ltd.,202403,,,,,,6.11
43548,211493,VHB Life Sciences Ltd.,202303,,,,,,41.72
43549,211493,VHB Life Sciences Ltd.,202203,,,,,,12.85
43550,308433,Viaz Tyres Ltd.,202403,,,,,,20.03
43551,308433,Viaz Tyres Ltd.,202303,,,,,,19.35
43552,308433,Viaz Tyres Ltd.,202203,,,,,,10.46
43553,226730,Vibgyor International Pvt Ltd.,202303,,,,,,1.22
43554,226730,Vibgyor International Pvt Ltd.,202203,,,,,,1.31
43555,312315,Vibhor Steel Tubes Ltd.,202403,,,,,,50.94
43556,312315,Vibhor Steel Tubes Ltd.,202303,,,,,,54.45
43557,312315,Vibhor Steel Tubes Ltd.,202203,,,,,,44.81
43558,276187,Vibhor Vaibhav Infra Home Pvt Ltd.,202403,,0.43,,,,39.05
43559,276187,Vibhor Vaibhav Infra Home Pvt Ltd.,202303,,0.43,,,,30.41
43560,276187,Vibhor Vaibhav Infra Home Pvt Ltd.,202203,,0.43,,,,0.03
43561,252633,Vibracoustic India Pvt Ltd.,202403,,14.92,1.00,,,189.45
43562,252633,Vibracoustic India Pvt Ltd.,202303,,13.35,1.00,,,165.49
43563,252633,Vibracoustic India Pvt Ltd.,202203,,13.00,1.00,,,161.85
43564,302922,Vibrant Academy (India) Pvt Ltd.,202303,,0.12,,,,0.02
43565,302922,Vibrant Academy (India) Pvt Ltd.,202203,,0.12,,,,0.04
43566,293212,Vibrant Advertising Pvt Ltd.,202403,,,,,,467.77
43567,293212,Vibrant Advertising Pvt Ltd.,202303,,,,,,475.99
43568,293212,Vibrant Advertising Pvt Ltd.,202203,,,,,,251.47
43569,270964,Vibrant Global Capital Ltd.,202403,,0.01,,,,0.05
43570,270964,Vibrant Global Capital Ltd.,202303,,0.01,,,,0.01
43571,270964,Vibrant Global Capital Ltd.,202203,,0.01,,,,0.01
43572,275528,Vibrant Global Trading Pvt Ltd.,202403,,0.02,,,,0.78
43573,275528,Vibrant Global Trading Pvt Ltd.,202303,,0.02,,,,5.62
43574,275528,Vibrant Global Trading Pvt Ltd.,202203,,0.02,,,,32.43
43575,211495,Vibromech Engineers And Service Ltd.,202303,,,,,,1.33
43576,211495,Vibromech Engineers And Service Ltd.,202203,,,,,,1.45
43577,123796,Viceroy Hotels Ltd.,202403,,,,,,6.32
43578,123796,Viceroy Hotels Ltd.,202303,,,,,,7.95
43579,123796,Viceroy Hotels Ltd.,202203,,,,,,3.86
43580,227659,Vichare Express & Logistics Pvt Ltd.,202303,,0.17,,,,1.31
43581,227659,Vichare Express & Logistics Pvt Ltd.,202203,,0.17,,,,1.80
43582,296221,Vichitra Constructions Pvt Ltd.,202403,,,,,,23.22
43583,296221,Vichitra Constructions Pvt Ltd.,202303,,,,,,14.26
43584,296221,Vichitra Constructions Pvt Ltd.,202203,,,,,,17.33
43585,294322,Vicky Fashion Ltd.,202303,,,,,,19.25
43586,294322,Vicky Fashion Ltd.,202203,,0.09,,,,18.49
43587,106103,Victoria Enterprises Ltd.,202403,,,,,,
43588,106103,Victoria Enterprises Ltd.,202303,,,,,,
43589,106103,Victoria Enterprises Ltd.,202203,,,,,,
43590,275529,Victoria Foods Pvt Ltd.,202403,,0.10,,,,61.36
43591,275529,Victoria Foods Pvt Ltd.,202303,,0.10,,,,59.83
43592,275529,Victoria Foods Pvt Ltd.,202203,,0.10,,,,37.18
43593,239620,Victoria Land Pvt Ltd.,202303,,,,,,
43594,239620,Victoria Land Pvt Ltd.,202203,,,,,,
43595,103349,Victoria Mills Ltd.,202403,,,,,,
43596,103349,Victoria Mills Ltd.,202303,,,,,,
43597,103349,Victoria Mills Ltd.,202203,,,,,,
43598,318187,Victory Electric Vehicles International Ltd.,202403,,,,,,10.21
43599,318187,Victory Electric Vehicles International Ltd.,202303,,,,,,8.50
43600,318187,Victory Electric Vehicles International Ltd.,202203,,,,,,7.89
43601,267494,Vidarbha Industries Power Ltd.,202403,,0.35,,12.64,,0.77
43602,267494,Vidarbha Industries Power Ltd.,202303,,0.35,,12.64,,1070.78
43603,267494,Vidarbha Industries Power Ltd.,202203,,0.35,,12.64,,1070.88
43604,111389,Videocon Industries Ltd.,202403,,1.25,,,,3936.02
43605,111389,Videocon Industries Ltd.,202303,,1.25,,,,3223.12
43606,111389,Videocon Industries Ltd.,202203,,1.25,,,,2386.04
43607,235307,Videojet Technologies (I) Pvt Ltd.,202403,,,,,,52.30
43608,235307,Videojet Technologies (I) Pvt Ltd.,202303,,,,,,46.95
43609,235307,Videojet Technologies (I) Pvt Ltd.,202203,,,,,,34.44
43610,214452,Videon T V Manufacturers Limited,202303,,,,,,2.47
43611,214452,Videon T V Manufacturers Limited,202203,,,,,,3.14
43612,294400,Videonetics Technology Pvt Ltd.,202403,,0.02,,0.76,,63.64
43613,294400,Videonetics Technology Pvt Ltd.,202303,,0.02,,0.57,,44.42
43614,294400,Videonetics Technology Pvt Ltd.,202203,,0.03,,0.79,,41.19
43615,131717,Vidhi Specialty Food Ingredients Ltd.,202403,,,,,,88.34
43616,131717,Vidhi Specialty Food Ingredients Ltd.,202303,,,,,,100.77
43617,131717,Vidhi Specialty Food Ingredients Ltd.,202203,,,,,,150.13
43618,250783,Vidhyut Control (India) Pvt Ltd.,202403,,,,,,4.42
43619,250783,Vidhyut Control (India) Pvt Ltd.,202303,,,0.50,,,7.39
43620,250783,Vidhyut Control (India) Pvt Ltd.,202203,,,0.50,,,6.18
43621,221905,Vidya Mandir Classes Pvt Ltd,202403,,4.50,,,,6.92
43622,221905,Vidya Mandir Classes Pvt Ltd,202303,,4.01,,,,5.14
43623,221905,Vidya Mandir Classes Pvt Ltd,202203,,1.29,,,,7.84
43624,251026,Vidya Wires Ltd.,202403,,,,,,93.77
43625,251026,Vidya Wires Ltd.,202303,,,,,,95.77
43626,251026,Vidya Wires Ltd.,202203,,,,,,108.35
43627,318827,Vigor Plast India Ltd.,202403,,,,,,2.94
43628,318827,Vigor Plast India Ltd.,202303,,,,,,2.51
43629,318827,Vigor Plast India Ltd.,202203,,,,,,2.30
43630,209566,Vijai Electricals Ltd.,202403,,1.57,0.84,0.12,,345.66
43631,209566,Vijai Electricals Ltd.,202303,,1.57,0.84,0.12,,265.37
43632,209566,Vijai Electricals Ltd.,202203,,1.57,0.84,0.12,,389.64
43633,239807,Vijay Agro Products Pvt Ltd.,202303,,,,,,9.47
43634,239807,Vijay Agro Products Pvt Ltd.,202203,,,,,,12.17
43635,309413,Vijay Builders and Constructions Pvt Ltd.,202403,,,,,,2.10
43636,309413,Vijay Builders and Constructions Pvt Ltd.,202303,,,,,,5.08
43637,309413,Vijay Builders and Constructions Pvt Ltd.,202203,,,,,,6.04
43638,293228,Vijay Enterprises Pvt Ltd.,202403,,,,,,9.65
43639,293228,Vijay Enterprises Pvt Ltd.,202303,,,,,,11.05
43640,293228,Vijay Enterprises Pvt Ltd.,202203,,,,,,9.85
43641,209567,Vijay Garments Ltd.,202403,,0.12,,,,1.96
43642,209567,Vijay Garments Ltd.,202303,,0.12,,,,4.39
43643,209567,Vijay Garments Ltd.,202203,,0.12,,,,3.69
43644,239808,Vijay M Mistry Construction Pvt Ltd.,202403,,,,,,8.64
43645,239808,Vijay M Mistry Construction Pvt Ltd.,202303,,,,,,37.34
43646,239808,Vijay M Mistry Construction Pvt Ltd.,202203,,,,,,41.76
43647,227539,Vijay Sabre Safety Pvt. Ltd.,202403,,,,1.51,,7.43
43648,227539,Vijay Sabre Safety Pvt. Ltd.,202303,,,,1.51,,9.04
43649,227539,Vijay Sabre Safety Pvt. Ltd.,202203,,,,1.46,,8.09
43650,131069,Vijay Solvex Ltd.,202403,,0.12,,,,20.63
43651,131069,Vijay Solvex Ltd.,202303,,0.12,,,,41.32
43652,131069,Vijay Solvex Ltd.,202203,,0.12,,,,47.73
43653,247597,Vijay Spinning Mills Ltd.,202303,,,,,,0.00
43654,247597,Vijay Spinning Mills Ltd.,202203,,,,,,0.13
43655,252216,Vijay Springs (India) Pvt Ltd.,202403,,0.05,,,,5.40
43656,252216,Vijay Springs (India) Pvt Ltd.,202303,,0.05,,,,7.29
43657,252216,Vijay Springs (India) Pvt Ltd.,202203,,0.04,,,,5.94
43658,227540,Vijay Systems Engineers Pvt. Ltd.,202303,,,,,,10.61
43659,227540,Vijay Systems Engineers Pvt. Ltd.,202203,,,,,,9.34
43660,209568,Vijay Tanks & Vessels Ltd,202403,,,,,,291.37
43661,209568,Vijay Tanks & Vessels Ltd,202303,,,,,,265.03
43662,209568,Vijay Tanks & Vessels Ltd,202203,,,,,,205.57
43663,249238,Vijay Technnocrats Pvt Ltd.,202403,,,,,,24.90
43664,249238,Vijay Technnocrats Pvt Ltd.,202303,,,,,,30.59
43665,249238,Vijay Technnocrats Pvt Ltd.,202203,,,,,,22.86
43666,130151,Vijay Textiles Ltd.,202403,,0.15,,,,152.28
43667,130151,Vijay Textiles Ltd.,202303,,0.15,,,,156.88
43668,130151,Vijay Textiles Ltd.,202203,,0.15,,,,152.82
43669,297823,Vijay Transmission Pvt Ltd.,202403,,0.51,,,,33.30
43670,297823,Vijay Transmission Pvt Ltd.,202303,,0.51,,,,23.10
43671,297823,Vijay Transmission Pvt Ltd.,202203,,0.51,,,,28.68
43672,279757,Vijay Velavan Spinning Mills Pvt Ltd.,202303,,0.18,,,,22.09
43673,279757,Vijay Velavan Spinning Mills Pvt Ltd.,202203,,0.18,,,,18.67
43674,302427,Vijaya Diagnostic Centre Ltd.,202403,,9.49,,,,12.84
43675,302427,Vijaya Diagnostic Centre Ltd.,202303,,6.43,,,,8.85
43676,302427,Vijaya Diagnostic Centre Ltd.,202203,,4.15,,,,9.49
43677,240999,Vijaya Productions Pvt Ltd.,202403,,,,,,1.87
43678,240999,Vijaya Productions Pvt Ltd.,202303,,,,,,3.33
43679,240999,Vijaya Productions Pvt Ltd.,202203,,,,,,3.90
43680,295857,Vijayanagar Food & Nutraceuticals Pvt Ltd.,202403,,,,,,0.72
43681,295857,Vijayanagar Food & Nutraceuticals Pvt Ltd.,202303,,,,,,0.51
43682,295857,Vijayanagar Food & Nutraceuticals Pvt Ltd.,202203,,,,,,0.21
43683,291267,Vijaykant Dairy And Food Products Ltd.,202403,,0.88,,,,13.37
43684,291267,Vijaykant Dairy And Food Products Ltd.,202303,,0.88,,,,14.70
43685,291267,Vijaykant Dairy And Food Products Ltd.,202203,,0.88,,,,15.36
43686,256568,Vijayshree Autocom Ltd.,202403,,0.19,,,,12.05
43687,256568,Vijayshree Autocom Ltd.,202303,,0.18,,,,17.46
43688,256568,Vijayshree Autocom Ltd.,202203,,0.17,,,,23.87
43689,239812,Vijayshree Industries Pvt Ltd.,202303,,0.00,,,,0.37
43690,239812,Vijayshree Industries Pvt Ltd.,202203,,0.00,,,,2.23
43691,244586,Viji Finance Ltd.,202403,,0.01,,,,
43692,244586,Viji Finance Ltd.,202303,,0.00,,,,
43693,244586,Viji Finance Ltd.,202203,,,,,,
43694,288082,Viji Power Transformers Pvt Ltd.,202403,,,,,,45.05
43695,288082,Viji Power Transformers Pvt Ltd.,202303,,,,,,35.12
43696,288082,Viji Power Transformers Pvt Ltd.,202203,,,,,,28.16
43697,131334,Vikalp Securities Ltd.,202303,,,,,,
43698,131334,Vikalp Securities Ltd.,202203,,,,,,
43699,293301,Vikamshi Fabrics Pvt Ltd.,202303,,,,,,2.89
43700,293301,Vikamshi Fabrics Pvt Ltd.,202203,,,,,,2.97
43701,130961,Vikas EcoTech Ltd.,202403,,,,,,69.17
43702,130961,Vikas EcoTech Ltd.,202303,,,,,,141.02
43703,130961,Vikas EcoTech Ltd.,202203,,,,,,130.32
43704,277728,Vikas Lifecare Ltd.,202403,,,,9.90,,138.51
43705,277728,Vikas Lifecare Ltd.,202303,,,,9.90,,161.68
43706,277728,Vikas Lifecare Ltd.,202203,,,,9.90,,42.00
43707,287329,Vikas Publishing House Pvt Ltd.,202403,,21.28,,,,98.75
43708,287329,Vikas Publishing House Pvt Ltd.,202303,,24.46,,,,94.27
43709,287329,Vikas Publishing House Pvt Ltd.,202203,,24.77,,,,101.81
43710,119307,Vikas WSP Ltd.,202303,,0.10,,,,575.13
43711,119307,Vikas WSP Ltd.,202203,,0.10,,,,575.13
43712,239814,Vikatmev Containers Ltd.,202403,,,,,,3.25
43713,239814,Vikatmev Containers Ltd.,202303,,,,,,4.25
43714,239814,Vikatmev Containers Ltd.,202203,,,,,,3.93
43715,211498,Viki Industries Pvt Limited,202403,,0.98,,0.01,,49.35
43716,211498,Viki Industries Pvt Limited,202303,,0.93,,0.01,,54.23
43717,211498,Viki Industries Pvt Limited,202203,,0.87,,0.01,,50.66
43718,315511,Vikram Aroma Ltd.,202403,,,,,,
43719,315511,Vikram Aroma Ltd.,202303,,,,,,
43720,279759,Vikram Kamats Hospitality Ltd.,202403,,0.22,,0.09,,1.17
43721,279759,Vikram Kamats Hospitality Ltd.,202303,,0.21,,0.07,,1.78
43722,279759,Vikram Kamats Hospitality Ltd.,202203,,0.16,,0.05,,0.77
43723,283207,Vikram Solar Ltd.,202403,,20.88,,23.80,,1181.20
43724,283207,Vikram Solar Ltd.,202303,,19.99,,23.10,,958.85
43725,283207,Vikram Solar Ltd.,202203,,19.20,,22.07,,899.10
43726,130477,Vikram Thermo (India) Ltd.,202403,,0.15,,,,39.31
43727,130477,Vikram Thermo (India) Ltd.,202303,,0.14,,,,33.35
43728,130477,Vikram Thermo (India) Ltd.,202203,,0.14,,,,23.65
43729,292922,Vikran Engineering Ltd.,202403,,2.56,,,,463.90
43730,292922,Vikran Engineering Ltd.,202303,,2.53,,,,369.91
43731,292922,Vikran Engineering Ltd.,202203,,2.52,,,,364.03
43732,211499,Vikrant Forge Ltd,202403,,0.43,,,,31.20
43733,211499,Vikrant Forge Ltd,202303,,0.39,,,,18.88
43734,211499,Vikrant Forge Ltd,202203,,0.38,,,,13.72
43735,106196,Viksit Engineering Ltd.,202403,,,,,,0.82
43736,106196,Viksit Engineering Ltd.,202303,,,,,,
43737,106196,Viksit Engineering Ltd.,202203,,,,,,
43738,288083,Vilas Transcore Ltd.,202403,,0.12,,,,38.93
43739,288083,Vilas Transcore Ltd.,202303,,0.12,,,,42.39
43740,288083,Vilas Transcore Ltd.,202203,,0.12,,,,22.13
43741,310038,Vilin Bio Med Ltd.,202403,,,,,,5.68
43742,310038,Vilin Bio Med Ltd.,202303,,,,,,5.60
43743,310038,Vilin Bio Med Ltd.,202203,,,,,,7.79
43744,247601,Village De Nandi Pvt Ltd.,202303,,,,,,38.35
43745,247601,Village De Nandi Pvt Ltd.,202203,,,,,,
43746,211500,Vimal Dairy Ltd.,202403,,,,,,6.35
43747,211500,Vimal Dairy Ltd.,202303,,,,,,8.24
43748,211500,Vimal Dairy Ltd.,202203,,,,,,7.33
43749,222846,Vimal Intertrade Pvt Ltd.,202403,,,,,,361.66
43750,222846,Vimal Intertrade Pvt Ltd.,202303,,,,,,281.45
43751,222846,Vimal Intertrade Pvt Ltd.,202203,,,,,,300.35
43752,221788,Vimal Moulders (India) Pvt Ltd,202403,,,,,,24.93
43753,221788,Vimal Moulders (India) Pvt Ltd,202303,,,,,,21.24
43754,221788,Vimal Moulders (India) Pvt Ltd,202203,,,,,,18.52
43755,124394,Vimta Labs Ltd.,202403,,,,16.07,,87.00
43756,124394,Vimta Labs Ltd.,202303,,,,15.83,,79.90
43757,124394,Vimta Labs Ltd.,202203,,,,13.84,,76.92
43758,272811,Vinar Systems Pvt Ltd.,202403,,2.69,,,,68.44
43759,272811,Vinar Systems Pvt Ltd.,202303,,2.62,,,,71.60
43760,272811,Vinar Systems Pvt Ltd.,202203,,0.23,,,,50.62
43761,124200,Vinati Organics Ltd.,202403,,1.94,5.04,,,529.61
43762,124200,Vinati Organics Ltd.,202303,,1.91,5.04,,,463.84
43763,124200,Vinati Organics Ltd.,202203,,1.60,5.04,,,458.38
43764,118051,Vinay Cements Ltd.,202403,,,,,,
43765,234212,Vinayaga Marine Petro Ltd.,202403,,,,,,0.38
43766,234212,Vinayaga Marine Petro Ltd.,202303,,,,,,0.33
43767,234212,Vinayaga Marine Petro Ltd.,202203,,,,,,0.39
43768,236431,Vinayak Ingredients (India) Pvt Ltd.,202303,,,,,,2.12
43769,236431,Vinayak Ingredients (India) Pvt Ltd.,202203,,,,,,2.19
43770,237982,Vinayak Polycon International Ltd.,202403,,,,,,3.84
43771,237982,Vinayak Polycon International Ltd.,202303,,,,,,5.37
43772,237982,Vinayak Polycon International Ltd.,202203,,,,,,4.03
43773,224118,Vinayak Polytex Pvt Ltd.,202403,,,,,,11.04
43774,224118,Vinayak Polytex Pvt Ltd.,202303,,,,,,12.69
43775,224118,Vinayak Polytex Pvt Ltd.,202203,,,,,,12.72
43776,209573,Vinayak Steels Limited,202403,,,,,,8.53
43777,209573,Vinayak Steels Limited,202303,,,,,,6.97
43778,209573,Vinayak Steels Limited,202203,,,,,,16.75
43779,112517,Vinayak Vanijya Ltd.,202403,,,,,,
43780,112517,Vinayak Vanijya Ltd.,202303,,,,,,
43781,112517,Vinayak Vanijya Ltd.,202203,,,,,,
43782,117015,Vindhya Telelinks Ltd.,202403,,1.16,,,,929.21
43783,117015,Vindhya Telelinks Ltd.,202303,,1.03,,,,1026.80
43784,117015,Vindhya Telelinks Ltd.,202203,,1.03,,,,708.45
43785,269562,Vindhyachal Expressway Pvt Ltd.,202403,,0.02,,742.26,,4.97
43786,269562,Vindhyachal Expressway Pvt Ltd.,202303,,0.02,,742.26,,4.82
43787,269562,Vindhyachal Expressway Pvt Ltd.,202203,,0.02,,740.62,,4.84
43788,302439,Vineet Laboratories Ltd.,202403,,,,,,31.60
43789,302439,Vineet Laboratories Ltd.,202303,,,,,,35.16
43790,302439,Vineet Laboratories Ltd.,202203,,,,,,36.20
43791,289524,Viney Corporation Ltd.,202303,138.02,0.30,,,,131.31
43792,289524,Viney Corporation Ltd.,202203,138.02,0.30,,,,146.26
43793,273031,Vini Cosmetics Pvt Ltd.,202203,,0.33,,5.15,,203.29
43794,252217,Vinir Engineering Ltd.,202403,,0.08,,,,38.09
43795,252217,Vinir Engineering Ltd.,202303,,0.08,,,,33.51
43796,252217,Vinir Engineering Ltd.,202203,,0.08,,,,31.41
43797,291872,Vinny Overseas Ltd.,202403,,0.01,,,,16.46
43798,291872,Vinny Overseas Ltd.,202303,,0.01,,,,21.95
43799,291872,Vinny Overseas Ltd.,202203,,0.01,,,,18.99
43800,251264,Vinod Medical Systems Pvt Ltd.,202403,,,,,,21.49
43801,251264,Vinod Medical Systems Pvt Ltd.,202303,,,,,,21.39
43802,251264,Vinod Medical Systems Pvt Ltd.,202203,,,,0.02,,21.65
43803,310814,Vinsys IT Services India Ltd.,202403,,10.03,,,,22.18
43804,310814,Vinsys IT Services India Ltd.,202303,,7.23,,,,11.29
43805,310814,Vinsys IT Services India Ltd.,202203,,0.10,,,,7.64
43806,247454,Vintage Coffee & Beverages Ltd.,202403,,,,,,11.70
43807,247454,Vintage Coffee & Beverages Ltd.,202303,,,,,,3.98
43808,247454,Vintage Coffee & Beverages Ltd.,202203,,,,,,2.77
43809,131051,Vintage Securities Ltd.,202403,,,,,,
43810,131051,Vintage Securities Ltd.,202303,,,,,,
43811,131051,Vintage Securities Ltd.,202203,,,,,,
43812,117393,Vintron Informatics Ltd.,202403,,,,,,166.77
43813,117393,Vintron Informatics Ltd.,202303,,,,,,1.51
43814,117393,Vintron Informatics Ltd.,202203,,0.29,,,,1.64
43815,239828,Vinviv Holdings & Trading Co Pvt Ltd.,202303,,,,,,1.06
43816,239828,Vinviv Holdings & Trading Co Pvt Ltd.,202203,,,,,,0.74
43817,311826,Vinyas Innovative Technologies Ltd.,202403,,,,,,88.06
43818,311826,Vinyas Innovative Technologies Ltd.,202303,,,,,,20.95
43819,311826,Vinyas Innovative Technologies Ltd.,202203,,,,,,57.07
43820,217146,Vinyasa Engineers Pvt. Ltd.,202303,,,,,,0.13
43821,217146,Vinyasa Engineers Pvt. Ltd.,202203,,,,,,0.16
43822,124129,Vinyl Chemicals (India) Ltd.,202403,,0.25,,,,106.25
43823,124129,Vinyl Chemicals (India) Ltd.,202303,,0.25,,,,31.24
43824,124129,Vinyl Chemicals (India) Ltd.,202203,,,,,,11.21
43825,130401,Vinyoflex Ltd.,202403,,,,,,12.42
43826,130401,Vinyoflex Ltd.,202303,,,,,,21.09
43827,130401,Vinyoflex Ltd.,202203,,,,,,19.44
43828,132613,VIP Clothing Ltd.,202403,,2.69,,69.24,,58.30
43829,132613,VIP Clothing Ltd.,202303,,2.69,,69.24,,67.34
43830,132613,VIP Clothing Ltd.,202203,,2.69,,69.24,,60.41
43831,107880,VIP Industries Ltd.,202403,,10.35,,0.05,,325.15
43832,107880,VIP Industries Ltd.,202303,,9.51,,0.05,,242.66
43833,107880,VIP Industries Ltd.,202203,,8.37,,0.05,,206.89
43834,114302,Vippy Spinpro Ltd.,202403,,,,,,33.99
43835,114302,Vippy Spinpro Ltd.,202303,,,,,,19.83
43836,114302,Vippy Spinpro Ltd.,202203,,,,,,21.52
43837,111726,Vipul Ltd.,202403,,0.46,,,,248.21
43838,111726,Vipul Ltd.,202303,,0.46,,,,124.42
43839,111726,Vipul Ltd.,202203,,0.46,,,,322.96
43840,130627,Vipul Organics Ltd.,202403,,0.22,,,,43.98
43841,130627,Vipul Organics Ltd.,202303,,0.22,,,,33.52
43842,130627,Vipul Organics Ltd.,202203,,0.22,,,,42.13
43843,252218,Vir Electro Engineering Pvt Ltd.,202303,0.73,0.06,,,,3.01
43844,252218,Vir Electro Engineering Pvt Ltd.,202203,0.73,0.06,,,,5.14
43845,233181,Viraj Fab Pvt Ltd.,202203,,0.03,,,,19.43
43846,246125,Viraj Impex Pvt Ltd.,202403,,,,,,3.38
43847,246125,Viraj Impex Pvt Ltd.,202303,,,,,,9.97
43848,246125,Viraj Impex Pvt Ltd.,202203,,,,,,3.41
43849,218590,Viraj Steel and Energy Ltd.,202403,,,,,,8.09
43850,218590,Viraj Steel and Energy Ltd.,202303,,,,,,10.54
43851,218590,Viraj Steel and Energy Ltd.,202203,,,,,,27.67
43852,214467,Virajaa Steel & Power Private Limited,202303,,,,,,0.02
43853,214467,Virajaa Steel & Power Private Limited,202203,,,,,,0.36
43854,239829,Viral Alkalis Ltd.,202403,,0.01,0.06,,,4.91
43855,239829,Viral Alkalis Ltd.,202303,,0.01,0.06,,,8.37
43856,239829,Viral Alkalis Ltd.,202203,,0.01,0.06,,,2.61
43857,119457,Virat Crane Industries Ltd.,202403,9.99,,,,,15.87
43858,119457,Virat Crane Industries Ltd.,202303,9.99,,,,,8.53
43859,119457,Virat Crane Industries Ltd.,202203,9.99,,,,,9.03
43860,130521,Virat Industries Ltd.,202303,,,,,,4.71
43861,130521,Virat Industries Ltd.,202203,,,,,,3.85
43862,248164,Virat Leasing Ltd.,202403,,,,,,0.07
43863,248164,Virat Leasing Ltd.,202303,,,,,,0.13
43864,248164,Virat Leasing Ltd.,202203,,,,,,0.24
43865,255002,Virbac Animal Health India Pvt Ltd.,202403,58.38,3.52,53.55,114.58,,69.48
43866,255002,Virbac Animal Health India Pvt Ltd.,202303,58.38,3.50,53.55,114.58,,62.56
